kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,target,lots,planned_cash_risk,cutoff_epoch
profile,1758288600,20250919,0,6660.28,6627.37,6644.08,6653.08,6636.11,0.0,0.0,0.0,0.0,0.0,1758312000
entry,1758289800,20250919,1,6660.28,6627.37,6644.08,6653.08,6636.11,6656.6,6636.1,6660.28,4.88,100.03999999999999,1758312000
profile,1758547800,20250922,0,6670.37,6645.17,6652.06,6662.1,6647.53,0.0,0.0,0.0,0.0,0.0,1758571200
entry,1758549000,20250922,1,6670.37,6645.17,6652.06,6662.1,6647.53,6662.62,6647.52,6670.37,6.5600000000000005,99.05600000000001,1758571200
profile,1758634200,20250923,0,6704.91,6694.45,6700.74,6702.79,6699.35,0.0,0.0,0.0,0.0,0.0,1758657600
entry,1758634500,20250923,1,6704.91,6694.45,6700.74,6702.79,6699.35,6704.37,6699.34,6704.91,19.78,99.49340000000001,1758657600
profile,1758720600,20250924,0,6679.67,6663.67,6677.05,6679.42,6669.67,0.0,0.0,0.0,0.0,0.0,1758744000
entry,1758721200,20250924,-1,6679.67,6663.67,6677.05,6679.42,6669.67,6669.3,6679.43,6663.67,9.83,99.57790000000001,1758744000
profile,1758807000,20250925,0,6657.83,6605.2,6620.41,6641.38,6606.02,0.0,0.0,0.0,0.0,0.0,1758830400
invalid_geometry,1758807300,20250925,-1,6657.83,6605.2,6620.41,6641.38,6606.02,6604.01,6641.39,6605.2,0.0,0.0,1758830400
profile,1758893400,20250926,0,6643.44,6606.36,6611.86,6624.9,6609.84,0.0,0.0,0.0,0.0,0.0,1758916800
entry,1758893700,20250926,1,6643.44,6606.36,6611.86,6624.9,6609.84,6640.06,6609.83,6643.44,3.32,100.36359999999999,1758916800
profile,1759152600,20250929,0,6691.35,6652.65,6681.98,6691.35,6673.21,0.0,0.0,0.0,0.0,0.0,1759176000
entry,1759158900,20250929,-1,6691.35,6652.65,6681.98,6691.35,6673.21,6672.06,6691.36,6652.65,5.2,100.36000000000001,1759176000
profile,1759239000,20250930,0,6672.34,6650.62,6656.9,6664.2,6651.98,0.0,0.0,0.0,0.0,0.0,1759262400
entry,1759241100,20250930,1,6672.34,6650.62,6656.9,6664.2,6651.98,6665.52,6651.97,6672.34,7.47,101.2185,1759262400
profile,1759325400,20251001,0,6689.1,6636.05,6641.44,6666.72,6638.54,0.0,0.0,0.0,0.0,0.0,1759348800
entry,1759325700,20251001,1,6689.1,6636.05,6641.44,6666.72,6638.54,6676.67,6638.53,6689.1,2.63,100.3082,1759348800
profile,1759411800,20251002,0,6739.18,6713.35,6724.85,6731.51,6721.42,0.0,0.0,0.0,0.0,0.0,1759435200
entry,1759412100,20251002,1,6739.18,6713.35,6724.85,6731.51,6721.42,6734.25,6721.41,6739.18,7.83,100.5372,1759435200
profile,1759498200,20251003,0,6744.34,6715.81,6740.55,6743.89,6730.08,0.0,0.0,0.0,0.0,0.0,1759521600
invalid_geometry,1759502100,20251003,1,6744.34,6715.81,6740.55,6743.89,6730.08,6746.82,6730.07,6744.34,0.0,0.0,1759521600
profile,1759757400,20251006,0,6753.02,6725.66,6741.69,6750.46,6738.91,0.0,0.0,0.0,0.0,0.0,1759780800
entry,1759758000,20251006,-1,6753.02,6725.66,6741.69,6750.46,6738.91,6738.58,6750.47,6725.66,8.37,99.5193,1759780800
profile,1759843800,20251007,0,6762.18,6733.65,6738.33,6745.69,6735.88,0.0,0.0,0.0,0.0,0.0,1759867200
entry,1759844100,20251007,1,6762.18,6733.65,6738.33,6745.69,6735.88,6761.43,6735.87,6762.18,3.86,98.66159999999999,1759867200
profile,1759930200,20251008,0,6736.51,6718.0,6731.16,6732.46,6723.5,0.0,0.0,0.0,0.0,0.0,1759953600
entry,1759931400,20251008,1,6736.51,6718.0,6731.16,6732.46,6723.5,6735.08,6723.49,6736.51,8.41,97.4719,1759953600
profile,1760016600,20251009,0,6772.3,6754.81,6762.33,6765.47,6758.64,0.0,0.0,0.0,0.0,0.0,1760040000
entry,1760017500,20251009,-1,6772.3,6754.81,6762.33,6765.47,6758.64,6757.6,6765.48,6754.81,12.38,97.5544,1760040000
profile,1760103000,20251010,0,6752.95,6732.86,6745.26,6749.18,6742.28,0.0,0.0,0.0,0.0,0.0,1760126400
entry,1760103300,20251010,1,6752.95,6732.86,6745.26,6749.18,6742.28,6752.25,6742.27,6752.95,9.81,97.9038,1760126400
profile,1760362200,20251013,0,6669.58,6606.72,6641.59,6648.95,6625.38,0.0,0.0,0.0,0.0,0.0,1760385600
entry,1760364000,20251013,1,6669.58,6606.72,6641.59,6648.95,6625.38,6656.7,6625.37,6669.58,3.13,98.06289999999998,1760385600
profile,1760448600,20251014,0,6682.19,6569.92,6600.62,6627.81,6580.45,0.0,0.0,0.0,0.0,0.0,1760472000
entry,1760449200,20251014,-1,6682.19,6569.92,6600.62,6627.81,6580.45,6579.07,6627.82,6569.92,1.99,97.0125,1760472000
profile,1760535000,20251015,0,6705.34,6648.3,6676.37,6705.34,6664.34,0.0,0.0,0.0,0.0,0.0,1760558400
invalid_geometry,1760536800,20251015,1,6705.34,6648.3,6676.37,6705.34,6664.34,6712.04,6664.33,6705.34,0.0,0.0,1760558400
profile,1760621400,20251016,0,6710.94,6667.96,6697.17,6702.21,6676.02,0.0,0.0,0.0,0.0,0.0,1760644800
entry,1760625600,20251016,1,6710.94,6667.96,6697.17,6702.21,6676.02,6703.15,6676.01,6710.94,3.58,97.16120000000001,1760644800
profile,1760707800,20251017,0,6637.91,6537.32,6613.55,6636.34,6562.47,0.0,0.0,0.0,0.0,0.0,1760731200
invalid_geometry,1760709300,20251017,1,6637.91,6537.32,6613.55,6636.34,6562.47,6642.66,6562.46,6637.91,0.0,0.0,1760731200
profile,1760967000,20251020,0,6706.0,6662.17,6687.85,6698.47,6679.98,0.0,0.0,0.0,0.0,0.0,1760990400
invalid_geometry,1760967300,20251020,1,6706.0,6662.17,6687.85,6698.47,6679.98,6713.9,6679.97,6706.0,0.0,0.0,1760990400
profile,1761053400,20251021,0,6753.85,6731.93,6735.87,6743.92,6732.62,0.0,0.0,0.0,0.0,0.0,1761076800
entry,1761054000,20251021,1,6753.85,6731.93,6735.87,6743.92,6732.62,6744.89,6732.61,6753.85,7.93,97.3804,1761076800
profile,1761139800,20251022,0,6758.34,6733.9,6742.87,6749.94,6737.72,0.0,0.0,0.0,0.0,0.0,1761163200
entry,1761140100,20251022,-1,6758.34,6733.9,6742.87,6749.94,6737.72,6735.79,6749.95,6733.9,6.8100000000000005,96.42960000000001,1761163200
profile,1761226200,20251023,0,6721.69,6687.63,6716.1,6720.09,6702.53,0.0,0.0,0.0,0.0,0.0,1761249600
invalid_geometry,1761227100,20251023,1,6721.69,6687.63,6716.1,6720.09,6702.53,6724.02,6702.52,6721.69,0.0,0.0,1761249600
profile,1761312600,20251024,0,6807.97,6748.07,6789.72,6807.97,6759.3,0.0,0.0,0.0,0.0,0.0,1761336000
invalid_geometry,1761319500,20251024,1,6807.97,6748.07,6789.72,6807.97,6759.3,6811.02,6759.29,6807.97,0.0,0.0,1761336000
profile,1761571800,20251027,0,6862.63,6839.04,6848.81,6855.63,6841.99,0.0,0.0,0.0,0.0,0.0,1761595200
entry,1761572400,20251027,1,6862.63,6839.04,6848.81,6855.63,6841.99,6857.58,6841.98,6862.63,6.19,96.56400000000001,1761595200
profile,1761658200,20251028,0,6901.36,6875.47,6881.74,6885.58,6875.87,0.0,0.0,0.0,0.0,0.0,1761681600
entry,1761658500,20251028,1,6901.36,6875.47,6881.74,6885.58,6875.87,6897.59,6875.86,6901.36,4.46,96.9158,1761681600
profile,1761744600,20251029,0,6923.28,6898.7,6917.71,6920.21,6907.53,0.0,0.0,0.0,0.0,0.0,1761768000
entry,1761745500,20251029,1,6923.28,6898.7,6917.71,6920.21,6907.53,6922.28,6907.52,6923.28,6.57,96.9732,1761768000
profile,1761831000,20251030,0,6929.06,6861.69,6893.8,6908.01,6881.69,0.0,0.0,0.0,0.0,0.0,1761854400
invalid_geometry,1761831300,20251030,-1,6929.06,6861.69,6893.8,6908.01,6881.69,6859.73,6908.02,6861.69,0.0,0.0,1761854400
profile,1761917400,20251031,0,6894.63,6864.87,6876.73,6880.68,6869.99,0.0,0.0,0.0,0.0,0.0,1761940800
entry,1761917700,20251031,-1,6894.63,6864.87,6876.73,6880.68,6869.99,6869.81,6880.69,6864.87,8.92,97.04960000000001,1761940800
profile,1762180200,20251103,0,6888.93,6853.52,6882.01,6882.29,6865.69,0.0,0.0,0.0,0.0,0.0,1762203600
entry,1762181100,20251103,-1,6888.93,6853.52,6882.01,6882.29,6865.69,6862.04,6882.3,6853.52,4.8100000000000005,97.45060000000002,1762203600
profile,1762266600,20251104,0,6864.81,6767.32,6793.98,6811.5,6771.89,0.0,0.0,0.0,0.0,0.0,1762290000
entry,1762268100,20251104,1,6864.81,6767.32,6793.98,6811.5,6771.89,6812.81,6771.88,6864.81,2.39,97.8227,1762290000
timed_exit,1762297200,20251104,0,6864.81,6767.32,6793.98,6811.5,6771.89,0.0,0.0,0.0,0.0,0.0,1762290000
profile,1762353000,20251105,0,6790.38,6730.97,6769.49,6782.95,6756.03,0.0,0.0,0.0,0.0,0.0,1762376400
invalid_geometry,1762354200,20251105,1,6790.38,6730.97,6769.49,6782.95,6756.03,6792.54,6756.02,6790.38,0.0,0.0,1762376400
profile,1762439400,20251106,0,6827.01,6787.32,6808.72,6813.99,6795.38,0.0,0.0,0.0,0.0,0.0,1762462800
entry,1762440300,20251106,-1,6827.01,6787.32,6808.72,6813.99,6795.38,6790.38,6814.0,6787.32,4.12,97.3144,1762462800
profile,1762525800,20251107,0,6753.7,6694.31,6733.75,6752.77,6718.44,0.0,0.0,0.0,0.0,0.0,1762548840
invalid_geometry,1762526100,20251107,-1,6753.7,6694.31,6733.75,6752.77,6718.44,6688.69,6752.78,6694.31,0.0,0.0,1762548840
profile,1762785000,20251110,0,6808.84,6758.25,6787.89,6799.35,6763.78,0.0,0.0,0.0,0.0,0.0,1762808400
entry,1762785300,20251110,1,6808.84,6758.25,6787.89,6799.35,6763.78,6807.83,6763.77,6808.84,2.21,97.3726,1762808400
profile,1762871400,20251111,0,6854.55,6823.71,6849.01,6850.21,6831.9,0.0,0.0,0.0,0.0,0.0,1762894800
entry,1762871700,20251111,-1,6854.55,6823.71,6849.01,6850.21,6831.9,6831.88,6850.22,6823.71,5.31,97.38539999999999,1762894800
profile,1762957800,20251112,0,6888.23,6855.77,6868.2,6882.14,6863.89,0.0,0.0,0.0,0.0,0.0,1762981200
entry,1762959000,20251112,-1,6888.23,6855.77,6868.2,6882.14,6863.89,6863.08,6882.15,6855.77,5.13,97.8291,1762981200
profile,1763044200,20251113,0,6880.13,6828.97,6870.94,6879.33,6851.35,0.0,0.0,0.0,0.0,0.0,1763067600
entry,1763044500,20251113,-1,6880.13,6828.97,6870.94,6879.33,6851.35,6831.01,6879.34,6828.97,2.03,98.10989999999998,1763067600
profile,1763130600,20251114,0,6761.48,6664.71,6757.7,6761.48,6708.56,0.0,0.0,0.0,0.0,0.0,1763153640
invalid_geometry,1763130900,20251114,-1,6761.48,6664.71,6757.7,6761.48,6708.56,6661.16,6761.49,6664.71,0.0,0.0,1763153640
profile,1763389800,20251117,0,6789.34,6721.17,6766.44,6782.95,6748.86,0.0,0.0,0.0,0.0,0.0,1763413200
entry,1763390100,20251117,-1,6789.34,6721.17,6766.44,6782.95,6748.86,6738.04,6782.96,6721.17,2.19,98.37480000000001,1763413200
profile,1763476200,20251118,0,6697.8,6624.85,6650.5,6677.28,6637.39,0.0,0.0,0.0,0.0,0.0,1763499600
entry,1763477400,20251118,-1,6697.8,6624.85,6650.5,6677.28,6637.39,6634.49,6677.29,6624.85,2.3,98.43999999999998,1763499600
profile,1763562600,20251119,0,6658.29,6602.97,6619.83,6638.41,6616.8,0.0,0.0,0.0,0.0,0.0,1763586000
entry,1763562900,20251119,1,6658.29,6602.97,6619.83,6638.41,6616.8,6638.91,6616.79,6658.29,4.46,98.65520000000001,1763586000
profile,1763649000,20251120,0,6763.89,6685.08,6736.18,6740.49,6718.33,0.0,0.0,0.0,0.0,0.0,1763672400
entry,1763649300,20251120,1,6763.89,6685.08,6736.18,6740.49,6718.33,6760.87,6718.32,6763.89,2.34,99.567,1763672400
profile,1763735400,20251121,0,6591.04,6517.37,6574.35,6584.13,6554.21,0.0,0.0,0.0,0.0,0.0,1763758440
entry,1763736900,20251121,1,6591.04,6517.37,6574.35,6584.13,6554.21,6585.14,6554.2,6591.04,3.22,99.62680000000002,1763758440
profile,1763994600,20251124,0,6664.28,6619.59,6647.17,6660.79,6637.05,0.0,0.0,0.0,0.0,0.0,1764018000
