session,signal_time,entry_time,direction,entry,stop,target,risk_points,spread_points,orb_high,orb_low,exit_time,exit_price,exit_reason,outcome_r,cashflow,balance
2019-07-16T00:00:00-04:00,2019-07-16T09:45:00-04:00,2019-07-16T09:50:00-04:00,1,7973.52,7950.92,8007.420000000001,22.600000000000364,7.97,7963.26,7950.92,2019-07-16T10:15:00-04:00,7950.92,stop,-1.0004424778761063,-100.04424778761063,9899.955752212389
2019-07-22T00:00:00-04:00,2019-07-22T09:45:00-04:00,2019-07-22T09:50:00-04:00,1,7891.56,7860.82,7937.670000000002,30.74000000000069,2.17,7885.61,7860.82,2019-07-22T15:00:00-04:00,7905.18,15:00 close,0.442745608327898,43.831619319325476,9943.787371531715
2019-07-24T00:00:00-04:00,2019-07-24T09:45:00-04:00,2019-07-24T09:50:00-04:00,1,7958.79,7925.23,8009.130000000001,33.5600000000004,2.24,7953.15,7925.23,2019-07-24T15:00:00-04:00,7995.66,15:00 close,1.0983313468414617,109.21573376479547,10053.00310529651
2019-07-30T00:00:00-04:00,2019-07-30T10:00:00-04:00,2019-07-30T10:05:00-04:00,1,7963.84,7922.47,8025.895,41.36999999999989,2.18,7956.98,7922.47,2019-07-30T15:00:00-04:00,7965.66,15:00 close,0.04375151075657998,4.398340734973122,10057.401446031483
2019-07-31T00:00:00-04:00,2019-07-31T10:05:00-04:00,2019-07-31T10:10:00-04:00,1,7979.8099999999995,7956.61,8014.609999999999,23.199999999999818,2.15,7976.66,7956.61,2019-07-31T10:30:00-04:00,7956.61,stop,-1.0004310344827587,-100.6173653286167,9956.784080702866
2019-08-01T00:00:00-04:00,2019-08-01T09:55:00-04:00,2019-08-01T10:00:00-04:00,1,7921.82,7857.18,8018.779999999999,64.63999999999942,2.32,7915.63,7857.18,2019-08-01T13:40:00-04:00,7857.18,stop,-1.000154702970297,-99.58324424774757,9857.200836455118
2019-08-07T00:00:00-04:00,2019-08-07T10:10:00-04:00,2019-08-07T10:15:00-04:00,1,7461.650000000001,7412.08,7536.005000000001,49.57000000000062,2.43,7455.0,7412.08,2019-08-07T13:40:00-04:00,7536.005000000001,target,1.499798265079676,147.83812713057316,10005.038963585692
2019-08-08T00:00:00-04:00,2019-08-08T09:55:00-04:00,2019-08-08T10:00:00-04:00,1,7615.02,7576.52,7672.77,38.5,2.35,7609.01,7576.52,2019-08-08T11:40:00-04:00,7672.77,target,1.4997402597402598,150.04959733959424,10155.088560925285
2019-08-13T00:00:00-04:00,2019-08-13T09:45:00-04:00,2019-08-13T09:50:00-04:00,1,7722.139999999999,7548.01,7983.334999999998,174.1299999999992,3.2,7622.3,7548.01,2019-08-13T15:00:00-04:00,7742.82,15:00 close,0.11870441624074189,12.054538594976718,10167.143099520263
2019-08-16T00:00:00-04:00,2019-08-16T10:20:00-04:00,2019-08-16T10:25:00-04:00,1,7587.4400000000005,7545.84,7649.840000000001,41.600000000000364,2.34,7571.37,7545.84,2019-08-16T15:00:00-04:00,7602.0,15:00 close,0.3497596153846001,35.56056060048398,10202.703660120747
2019-08-23T00:00:00-04:00,2019-08-23T10:00:00-04:00,2019-08-23T10:05:00-04:00,1,7669.24,7647.56,7701.759999999998,21.67999999999938,2.65,7664.7,7647.56,2019-08-23T10:10:00-04:00,7647.56,stop,-1.0004612546125462,-102.0740970424442,10100.629563078302
2019-08-28T00:00:00-04:00,2019-08-28T10:05:00-04:00,2019-08-28T10:10:00-04:00,1,7563.74,7497.92,7662.469999999999,65.81999999999971,2.16,7545.48,7497.92,2019-08-28T15:00:00-04:00,7589.52,15:00 close,0.391522333637204,39.54622057741349,10140.175783655715
2019-08-29T00:00:00-04:00,2019-08-29T09:45:00-04:00,2019-08-29T09:50:00-04:00,1,7713.61,7676.15,7769.799999999999,37.460000000000036,2.21,7708.62,7676.15,2019-08-29T10:35:00-04:00,7676.15,stop,-1.0002669514148423,-101.42882717927912,10038.746956476436
2019-09-03T00:00:00-04:00,2019-09-03T09:50:00-04:00,2019-09-03T09:55:00-04:00,1,7671.3,7622.94,7743.840000000001,48.36000000000058,2.18,7662.35,7622.94,2019-09-03T10:00:00-04:00,7622.94,stop,-1.0002067824648468,-100.4082279331607,9938.338728543275
2019-09-05T00:00:00-04:00,2019-09-05T09:45:00-04:00,2019-09-05T09:50:00-04:00,1,7831.58,7798.73,7880.8550000000005,32.850000000000364,2.18,7824.72,7798.73,2019-09-05T15:00:00-04:00,7857.47,15:00 close,0.7878234398782356,78.29656203796053,10016.635290581235
2019-09-11T00:00:00-04:00,2019-09-11T09:45:00-04:00,2019-09-11T09:50:00-04:00,1,7846.34,7808.56,7903.01,37.779999999999745,2.35,7843.41,7808.56,2019-09-11T15:00:00-04:00,7864.85,15:00 close,0.48967707781896086,49.04916698670097,10065.684457567935
2019-09-12T00:00:00-04:00,2019-09-12T10:15:00-04:00,2019-09-12T10:20:00-04:00,1,7965.2,7920.77,8031.844999999999,44.42999999999938,2.44,7951.76,7920.77,2019-09-12T10:50:00-04:00,7920.77,stop,-1.0002250731487734,-100.6794997286336,9965.004957839301
2019-09-13T00:00:00-04:00,2019-09-13T09:50:00-04:00,2019-09-13T09:55:00-04:00,1,7914.259999999999,7883.91,7959.784999999998,30.349999999999454,2.2800000000000002,7908.31,7883.91,2019-09-13T10:10:00-04:00,7883.91,stop,-1.0003294892915982,-99.68288320263632,9865.322074636664
2019-09-16T00:00:00-04:00,2019-09-16T09:50:00-04:00,2019-09-16T09:55:00-04:00,1,7865.96,7832.29,7916.465,33.67000000000007,2.37,7860.52,7832.29,2019-09-16T11:55:00-04:00,7832.29,stop,-1.0002970002970002,-98.68252078222834,9766.639553854437
2019-09-23T00:00:00-04:00,2019-09-23T09:50:00-04:00,2019-09-23T09:55:00-04:00,1,7826.24,7797.66,7869.11,28.579999999999927,2.15,7821.9,7797.66,2019-09-23T10:05:00-04:00,7797.66,stop,-1.0003498950314906,-97.7005685250869,9668.93898532935
2019-09-30T00:00:00-04:00,2019-09-30T09:50:00-04:00,2019-09-30T09:55:00-04:00,1,7719.79,7692.15,7761.25,27.640000000000327,2.31,7715.88,7692.15,2019-09-30T12:40:00-04:00,7761.25,target,1.49963820549926,144.99910309041144,9813.938088419762
2019-10-01T00:00:00-04:00,2019-10-01T09:45:00-04:00,2019-10-01T09:50:00-04:00,1,7823.88,7777.4,7893.6,46.48000000000047,2.14,7816.92,7777.4,2019-10-01T10:05:00-04:00,7777.4,stop,-1.0002151462994835,-98.16049520882845,9715.777593210933
2019-10-04T00:00:00-04:00,2019-10-04T09:55:00-04:00,2019-10-04T10:00:00-04:00,1,7702.650000000001,7665.86,7757.835000000002,36.79000000000087,2.18,7694.2,7665.86,2019-10-04T15:00:00-04:00,7737.03,15:00 close,0.9342212557759823,90.76685943969669,9806.544452650629
2019-10-07T00:00:00-04:00,2019-10-07T10:25:00-04:00,2019-10-07T10:30:00-04:00,1,7746.95,7712.24,7799.014999999999,34.710000000000036,2.15,7739.9,7712.24,2019-10-07T15:00:00-04:00,7737.2,15:00 close,-0.281186977816191,-27.574725974609635,9778.96972667602
