deal,time,time_msc,symbol,position_id,magic,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2021.09.05 00:00:00,1630800000000,,0,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2021.09.14 15:00:00,1631631600001,XAUUSD,2,91330002,0,0,3,0.08,1804.788,0.0,-0.44,0.0,0.0,3WG|2
3,2021.09.14 15:00:00,1631631600002,XAUUSD,3,91330003,0,0,3,0.08,1804.788,0.0,-0.44,0.0,0.0,3WG|3
4,2021.09.15 06:36:15,1631687775000,XAUUSD,2,91330002,1,1,4,0.08,1800.727,-32.48,0.0,-4.28,0.0,sl 1800.733
5,2021.09.15 06:36:15,1631687775000,XAUUSD,3,91330003,1,1,4,0.08,1800.727,-32.48,0.0,-4.28,0.0,sl 1800.733
6,2021.09.21 13:00:00,1632229200001,XAUUSD,6,91330003,0,0,3,0.1,1772.028,0.0,-0.55,0.0,0.0,3WG|3
7,2021.09.21 15:20:31,1632237631680,XAUUSD,6,91330003,1,1,5,0.1,1781.394,93.66,0.0,0.0,0.0,tp 1781.379
8,2021.09.30 15:00:00,1633014000001,XAUUSD,8,91330002,0,0,3,0.07,1757.523,0.0,-0.39,0.0,0.0,3WG|2
9,2021.09.30 15:00:00,1633014000002,XAUUSD,9,91330003,0,0,3,0.07,1757.523,0.0,-0.39,0.0,0.0,3WG|3
10,2021.09.30 15:09:38,1633014578232,XAUUSD,8,91330002,1,1,5,0.07,1762.123,32.2,0.0,0.0,0.0,tp 1762.113
11,2021.09.30 23:56:39,1633046199000,XAUUSD,9,91330003,1,1,4,0.07,1752.886,-32.46,0.0,0.0,0.0,sl 1752.933
12,2021.10.04 15:00:00,1633359600001,XAUUSD,12,91330003,0,0,3,0.07,1766.564,0.0,-0.39,0.0,0.0,3WG|3
13,2021.10.05 02:42:14,1633401734000,XAUUSD,12,91330003,1,1,4,0.07,1761.928,-32.45,0.0,-3.74,0.0,sl 1761.962
14,2021.10.08 13:00:00,1633698000001,XAUUSD,14,91330003,0,0,3,0.09,1776.054,0.0,-0.5,0.0,0.0,3WG|3
15,2021.10.08 13:44:46,1633700686105,XAUUSD,14,91330003,1,1,4,0.09,1772.707,-30.13,0.0,0.0,0.0,sl 1772.720
16,2021.10.13 14:00:00,1634133600001,XAUUSD,16,91330003,0,0,3,0.07,1781.649,0.0,-0.39,0.0,0.0,3WG|3
17,2021.10.13 14:51:03,1634136663750,XAUUSD,16,91330003,1,1,5,0.07,1795.272,95.36,0.0,0.0,0.0,tp 1795.245
18,2021.10.13 15:00:00,1634137200001,XAUUSD,18,91330003,0,0,3,0.06,1792.906,0.0,-0.33,0.0,0.0,3WG|3
19,2021.10.14 02:48:13,1634179693000,XAUUSD,18,91330003,1,1,4,0.06,1787.842,-30.39,0.0,-9.63,0.0,sl 1787.847
20,2021.10.19 07:00:00,1634626800001,XAUUSD,20,91330002,0,0,3,0.1,1778.994,0.0,-0.55,0.0,0.0,3WG|2
21,2021.10.19 07:44:41,1634629481290,XAUUSD,20,91330002,1,1,5,0.1,1782.261,32.67,0.0,0.0,0.0,tp 1782.250
22,2021.10.20 13:00:00,1634734800001,XAUUSD,22,91330003,0,0,3,0.11,1786.653,0.0,-0.61,0.0,0.0,3WG|3
23,2021.10.20 13:19:18,1634735958666,XAUUSD,22,91330003,1,1,4,0.11,1783.676,-32.74,0.0,0.0,0.0,sl 1783.703
24,2021.10.22 07:00:00,1634886000001,XAUUSD,24,91330003,0,0,3,0.09,1793.29,0.0,-0.5,0.0,0.0,3WG|3
25,2021.10.22 12:43:36,1634906616067,XAUUSD,24,91330003,1,1,5,0.09,1804.417,100.14,0.0,0.0,0.0,tp 1804.408
26,2021.10.22 13:00:00,1634907600001,XAUUSD,26,91330003,0,0,3,0.09,1806.018,0.0,-0.5,0.0,0.0,3WG|3
27,2021.10.22 15:15:11,1634915711625,XAUUSD,26,91330003,1,1,4,0.09,1806.011,-0.06,0.0,0.0,0.0,sl 1806.018
28,2021.11.04 14:00:00,1636034400001,XAUUSD,28,91330002,0,0,3,0.07,1796.742,0.0,-0.39,0.0,0.0,3WG|2
29,2021.11.04 15:33:39,1636040019789,XAUUSD,28,91330002,1,1,4,0.07,1792.019,-33.06,0.0,0.0,0.0,sl 1792.034
30,2021.11.05 16:00:00,1636128000001,XAUUSD,30,91330003,0,0,3,0.07,1809.972,0.0,-0.39,0.0,0.0,3WG|3
31,2021.11.08 13:27:30,1636378050955,XAUUSD,30,91330003,1,1,5,0.07,1823.21,92.67,0.0,-3.74,0.0,tp 1823.187
32,2021.11.08 14:00:00,1636380000001,XAUUSD,32,91330003,0,0,3,0.08,1821.911,0.0,-0.44,0.0,0.0,3WG|3
33,2021.11.09 15:06:38,1636470398461,XAUUSD,32,91330003,1,1,4,0.08,1821.896,-0.12,0.0,-4.28,0.0,sl 1821.911
34,2021.11.10 14:00:00,1636552800001,XAUUSD,34,91330003,0,0,3,0.08,1849.777,0.0,-0.44,0.0,0.0,3WG|3
35,2021.11.10 14:34:04,1636554844808,XAUUSD,34,91330003,1,1,5,0.08,1861.982,97.64,0.0,0.0,0.0,tp 1861.975
36,2021.11.10 15:00:00,1636556400001,XAUUSD,36,91330003,0,0,3,0.07,1862.191,0.0,-0.39,0.0,0.0,3WG|3
37,2021.11.10 15:10:37,1636557037777,XAUUSD,36,91330003,1,1,4,0.07,1857.318,-34.11,0.0,0.0,0.0,sl 1857.360
38,2021.11.16 09:00:00,1637053200001,XAUUSD,38,91330003,0,0,3,0.08,1872.353,0.0,-0.44,0.0,0.0,3WG|3
39,2021.11.16 13:59:21,1637071161021,XAUUSD,38,91330003,1,1,4,0.08,1868.471,-31.05,0.0,0.0,0.0,sl 1868.476
40,2021.11.26 07:00:00,1637910000001,XAUUSD,40,91330002,0,0,3,0.11,1801.401,0.0,-0.61,0.0,0.0,3WG|2
41,2021.11.26 07:00:00,1637910000002,XAUUSD,41,91330003,0,0,3,0.11,1801.401,0.0,-0.61,0.0,0.0,3WG|3
42,2021.11.26 07:47:13,1637912833333,XAUUSD,40,91330002,1,1,5,0.11,1804.188,30.66,0.0,0.0,0.0,tp 1804.186
43,2021.11.26 08:40:39,1637916039563,XAUUSD,41,91330003,1,1,4,0.11,1801.398,-0.03,0.0,0.0,0.0,sl 1801.401
44,2021.11.26 10:00:00,1637920800001,XAUUSD,44,91330003,0,0,3,0.08,1809.894,0.0,-0.44,0.0,0.0,3WG|3
45,2021.11.26 10:04:15,1637921055235,XAUUSD,44,91330003,1,1,4,0.08,1806.008,-31.09,0.0,0.0,0.0,sl 1806.018
46,2021.12.30 17:00:00,1640883600001,XAUUSD,46,91330002,0,0,3,0.11,1813.642,0.0,-0.61,0.0,0.0,3WG|2
47,2021.12.30 20:31:12,1640896272000,XAUUSD,46,91330002,1,1,5,0.11,1816.653,33.12,0.0,0.0,0.0,tp 1816.646
48,2021.12.31 14:00:00,1640959200001,XAUUSD,48,91330003,0,0,3,0.13,1824.444,0.0,-0.72,0.0,0.0,3WG|3
49,2021.12.31 15:00:28,1640962828546,XAUUSD,48,91330003,1,1,4,0.13,1821.916,-32.86,0.0,0.0,0.0,sl 1821.917
50,2022.01.11 16:00:00,1641916800001,XAUUSD,50,91330003,0,0,3,0.11,1811.774,0.0,-0.61,0.0,0.0,3WG|3
51,2022.01.11 19:53:37,1641930817000,XAUUSD,50,91330003,1,1,5,0.11,1820.8,99.29,0.0,0.0,0.0,tp 1820.768
52,2022.01.19 14:00:00,1642600800001,XAUUSD,52,91330002,0,0,3,0.11,1824.117,0.0,-0.61,0.0,0.0,3WG|2
53,2022.01.19 14:00:00,1642600800002,XAUUSD,53,91330003,0,0,3,0.11,1824.117,0.0,-0.61,0.0,0.0,3WG|3
54,2022.01.19 14:41:41,1642603301083,XAUUSD,52,91330002,1,1,5,0.11,1826.944,31.09,0.0,0.0,0.0,tp 1826.934
55,2022.01.19 15:05:31,1642604731585,XAUUSD,53,91330003,1,1,5,0.11,1832.571,92.99,0.0,0.0,0.0,tp 1832.568
56,2022.01.19 16:00:00,1642608000001,XAUUSD,56,91330003,0,0,3,0.1,1838.45,0.0,-0.55,0.0,0.0,3WG|3
57,2022.01.20 16:23:42,1642695822531,XAUUSD,56,91330003,1,1,4,0.1,1838.45,0.0,0.0,-16.05,0.0,sl 1838.450
58,2022.01.25 15:00:00,1643122800001,XAUUSD,58,91330003,0,0,3,0.09,1850.533,0.0,-0.5,0.0,0.0,3WG|3
59,2022.01.25 15:02:02,1643122922539,XAUUSD,58,91330003,1,1,4,0.09,1847.042,-31.42,0.0,0.0,0.0,sl 1847.053
60,2022.02.01 06:00:00,1643695200001,XAUUSD,60,91330002,0,0,3,0.1,1802.868,0.0,-0.55,0.0,0.0,3WG|2
61,2022.02.01 09:05:34,1643706334000,XAUUSD,60,91330002,1,1,5,0.1,1806.127,32.59,0.0,0.0,0.0,tp 1806.110
62,2022.02.08 14:00:00,1644328800001,XAUUSD,62,91330003,0,0,3,0.13,1824.176,0.0,-0.72,0.0,0.0,3WG|3
63,2022.02.08 14:16:34,1644329794666,XAUUSD,62,91330003,1,1,4,0.13,1821.663,-32.67,0.0,0.0,0.0,sl 1821.701
64,2022.02.09 17:00:00,1644426000001,XAUUSD,64,91330003,0,0,3,0.13,1832.674,0.0,-0.72,0.0,0.0,3WG|3
65,2022.02.10 13:24:27,1644499467326,XAUUSD,64,91330003,1,1,4,0.13,1830.245,-31.57,0.0,-20.86,0.0,sl 1830.255
66,2022.02.10 17:00:00,1644512400001,XAUUSD,66,91330003,0,0,3,0.1,1841.694,0.0,-0.55,0.0,0.0,3WG|3
67,2022.02.10 17:32:27,1644514347341,XAUUSD,66,91330003,1,1,4,0.1,1838.298,-33.96,0.0,0.0,0.0,sl 1838.332
68,2022.02.11 16:00:00,1644595200001,XAUUSD,68,91330002,0,0,3,0.09,1836.009,0.0,-0.5,0.0,0.0,3WG|2
69,2022.02.11 17:10:20,1644599420585,XAUUSD,68,91330002,1,1,5,0.09,1839.583,32.17,0.0,0.0,0.0,tp 1839.571
70,2022.02.11 19:00:00,1644606000001,XAUUSD,70,91330003,0,0,3,0.08,1857.324,0.0,-0.44,0.0,0.0,3WG|3
71,2022.02.11 19:15:42,1644606942015,XAUUSD,70,91330003,1,1,4,0.08,1852.929,-35.16,0.0,0.0,0.0,sl 1852.931
72,2022.02.17 09:00:00,1645088400001,XAUUSD,72,91330003,0,0,3,0.07,1886.318,0.0,-0.39,0.0,0.0,3WG|3
73,2022.02.17 14:11:41,1645107101807,XAUUSD,72,91330003,1,1,4,0.07,1886.303,-0.11,0.0,0.0,0.0,sl 1886.318
74,2022.02.21 00:00:00,1645401600001,XAUUSD,74,91330003,0,0,3,0.08,1905.023,0.0,-0.44,0.0,0.0,3WG|3
