time,closed_bar,c1,c2,e20_1,e20_2,e50,e200,adx,plus,minus,e9_1,e9_2,e21_1,e21_2,rsi,prior20_high,prior20_low,tr,atr1,atr2,momentum,change,breakout
2023.09.05 00:00:00,2023.09.04 23:00:00,1937.696,1938.108,1940.2000211540835,1940.4636023281976,1940.7064024625856,1930.4247674950864,40.22660592715251,12.004003217322493,21.38092174627433,1938.926472066222,1939.2340900827776,1940.6048098536107,1940.7125435518926,42.196530845867336,1952.876,1934.409,0.9230000000000018,1.7815999999999923,1.8100999999999892,0,0,0
2023.09.05 01:00:00,2023.09.05 00:00:00,1937.817,1937.696,1939.9730667584565,1940.2000211540835,1940.5199894004834,1930.4983220473741,42.155511120777845,9.821457177809313,30.132062360034173,1938.7045776529776,1938.926472066222,1940.5052452159819,1940.6048098536107,42.53859357609068,1952.876,1934.409,0.9839999999999236,1.7532999999999908,1.7815999999999923,0,0,0
2023.09.05 02:00:00,2023.09.05 01:00:00,1935.822,1937.817,1939.577727067175,1939.9730667584565,1940.2168933101298,1930.5512939673008,45.862837113246556,8.03573769093489,34.8739416836299,1938.128062122382,1938.7045776529776,1940.3379864582682,1940.5052452159819,38.585617900800905,1952.876,1934.409,3.8229999999998654,1.768449999999985,1.7532999999999908,0,0,0
2023.09.05 03:00:00,2023.09.05 02:00:00,1937.058,1935.822,1939.3377530607775,1939.577727067175,1940.0130937417343,1930.6160373109099,48.89610383435732,6.574694474401274,28.533225013879008,1937.9140496979057,1938.128062122382,1940.2208440847587,1940.3379864582682,42.0865624238093,1952.876,1934.409,2.3040000000000873,1.7303999999999866,1.768449999999985,0,0,0
2023.09.05 04:00:00,2023.09.05 03:00:00,1936.963,1937.058,1939.111586102608,1939.3377530607775,1939.8163135003322,1930.6791911685127,51.37786751526612,5.379295479055587,23.345365920446458,1937.7238397583246,1937.9140496979057,1940.104492510303,1940.2208440847587,41.89382785365583,1952.876,1934.409,1.2899999999999636,1.7399499999999768,1.7303999999999866,0,0,0
2023.09.05 05:00:00,2023.09.05 04:00:00,1938.587,1936.963,1939.0616255214072,1939.111586102608,1939.7370029519238,1930.7578758335028,42.45930119482986,18.232475327603762,19.10075393491074,1937.8964718066597,1937.7238397583246,1940.0502963492208,1940.104492510303,46.30732570311119,1952.876,1934.409,2.005999999999858,1.7964499999999708,1.7399499999999768,0,0,0
2023.09.05 06:00:00,2023.09.05 05:00:00,1937.062,1938.587,1938.871184995559,1939.0616255214072,1939.5644221163159,1930.8206034371497,36.508531974585004,14.917479813493985,18.133348725736244,1937.7295774453278,1937.8964718066597,1939.943571479606,1940.0502963492208,43.08092163649528,1952.876,1934.409,2.37299999999982,1.8271499999999725,1.7964499999999708,0,0,0
2023.09.05 07:00:00,2023.09.05 06:00:00,1936.728,1937.062,1938.6670721388389,1938.871184995559,1939.3814271410697,1930.8793835024517,36.73230535407344,12.205210756495077,27.001569527416898,1937.5292619562624,1937.7295774453278,1939.8287296410485,1939.943571479606,42.40153568243111,1952.876,1934.409,2.0670000000000073,1.8371999999999735,1.8271499999999725,0,0,0
2023.09.05 08:00:00,2023.09.05 07:00:00,1935.578,1936.728,1938.3728747922828,1938.6670721388389,1939.1360447448717,1930.9261359054124,32.66026978863177,16.55210433771809,22.09219324970473,1937.1390095650102,1937.5292619562624,1939.6769178681539,1939.8287296410485,40.11449654429248,1952.876,1934.409,2.758000000000038,1.8692499999999774,1.8371999999999735,0,0,0
2023.09.05 09:00:00,2023.09.05 08:00:00,1933.425,1935.578,1937.9016486215892,1938.3728747922828,1938.7675902452027,1930.9510002247616,34.85808876614123,13.542630821769347,35.47893589705463,1936.3962076520081,1937.1390095650102,1939.4536350871483,1939.6769178681539,36.26891469479848,1952.876,1934.409,3.433999999999969,1.9523499999999792,1.8692499999999774,0,0,0
