entry,exit,direction,pnl,r,reason,tag
2022-01-03 16:00:00+00:00,2022-01-03 16:37:00+00:00,1,-100.77097505668809,-1.0077097505668808,stop,VWAP trend
2022-01-04 15:45:00+00:00,2022-01-04 20:55:00+00:00,-1,-0.03374353718259042,-0.0003408703556364446,time,VWAP trend
2022-01-05 15:45:00+00:00,2022-01-05 17:45:00+00:00,-1,147.76411709298878,1.4926881720430074,target,VWAP trend
2022-01-06 15:45:00+00:00,2022-01-06 20:55:00+00:00,1,-67.54676271822535,-0.6723104975254098,time,VWAP trend
2022-01-07 15:45:00+00:00,2022-01-07 20:55:00+00:00,-1,-8.996055667907791,-0.0901461438286728,time,VWAP trend
2022-01-10 15:45:00+00:00,2022-01-10 18:31:00+00:00,-1,-99.90266337913856,-1.0019908654409146,stop,VWAP trend
2022-01-11 15:45:00+00:00,2022-01-11 15:58:00+00:00,-1,-99.54287624464348,-1.0084872690963411,stop,VWAP trend
2022-01-12 15:45:00+00:00,2022-01-12 16:06:00+00:00,-1,145.83055540986396,1.4924878479893913,target,VWAP trend
2022-01-13 15:45:00+00:00,2022-01-13 20:02:00+00:00,-1,148.4609073314579,1.4970644102918371,target,VWAP trend
2022-01-14 16:45:00+00:00,2022-01-14 20:55:00+00:00,1,31.524057492752746,0.31319657567435366,time,VWAP trend
2022-01-17 17:15:00+00:00,2022-01-17 18:00:00+00:00,-1,26.181894721072613,0.2593091828138742,time,VWAP trend
2022-01-18 16:00:00+00:00,2022-01-18 16:31:00+00:00,-1,150.41875662667553,1.4859154929577703,target,VWAP trend
2022-01-19 15:45:00+00:00,2022-01-19 16:22:00+00:00,-1,153.4041684419154,1.4932189868368684,target,VWAP trend
2022-01-20 15:45:00+00:00,2022-01-20 19:12:00+00:00,1,-104.62178773898532,-1.003393890996201,stop,VWAP trend
2022-01-21 16:00:00+00:00,2022-01-21 16:02:00+00:00,1,-105.1436771224477,-1.0186199342825524,stop,VWAP trend
2022-01-24 16:15:00+00:00,2022-01-24 17:15:00+00:00,-1,153.00996067123475,1.4975978521972628,target,VWAP trend
