month,XAUUSD,XAGUSD,EURUSD,GBPUSD,USDJPY,BTCUSD
2023-10,-0.17243041140772164,-0.08870684885361059,-0.2975606920350244,-0.20063727916454838,0.5088778934112274,0.05545919376367826
2023-11,0.4774540112594105,0.0827746859703704,0.2841772520367342,-0.22064517880314174,0.5162604294847428,0.15675299536778792
2023-12,0.2989572920812419,0.1518769566727589,0.5138106716443384,0.13948996132349875,0.1100683739362396,0.10502018225760763
2024-01,0.2929142353157411,-0.05344986045009647,0.5626870190922654,0.4599045395092792,-0.130279020055351,0.11246770469918112
2024-02,0.25060295023045137,-0.13097503127000898,-0.46105305053734946,0.36621714938910077,0.31065718381071505,0.24174312859173358
2024-03,0.5822751770801714,-0.09422058020391634,0.3479411447267443,0.28908348547144935,0.6989910552173892,0.17727152626250012
2024-04,0.3998490259114794,0.19747521463703424,-0.7516221789767566,-0.21334119853720698,0.5202695787704318,0.10966680932319145
2024-05,0.34723011452869584,0.17596142891986236,-0.7029992099895642,-0.5953945781034594,0.4912745666815793,0.032593750394195396
2024-06,0.21440059954874638,0.1082040344071515,0.4793013939357413,0.4026407241924131,0.10531385326738528,0.061212408975486236
2024-07,0.12615059232973844,0.06335737773933112,-0.9100360065800148,-0.26105284094328096,0.6127704279382745,-0.03844009196862125
2024-08,0.2541616762941822,0.04393314387467995,0.21977998383602418,0.5595966123904604,-0.13704385680402548,0.08201927456117696
2024-09,0.30785354368598505,-0.05150256829786798,0.8001040635295791,0.662862319934867,-0.15248306465165212,-0.030954435568299937
2024-10,0.17718659874263842,0.08323986561829343,0.45755439496110034,0.3681465192411209,-0.23709124471295656,0.05209654004219576
2024-11,0.2549746180729058,0.11539392779149224,0.2303524407671539,0.1853696153208926,0.32982636832602813,0.07358740025484166
2024-12,0.12315795765099244,0.06002758744329799,-0.9842151783701099,-0.2915565327998149,0.1767104255064108,0.12527563272760503
2025-01,-0.07461095653213627,-0.036818576499913276,-0.5823319210645663,-0.5372861263376331,0.32518403139802454,0.02632327926464047
2025-02,0.3469964419370864,0.05705399573624881,-0.2816661798044218,-0.7501244712205081,0.16114640953312714,0.12237516489846534
2025-03,0.543293569273033,0.09124796234030265,-0.41777928373289946,-0.37846766284469613,0.24338703528475977,-0.061794690277468346
2025-04,0.19623377059980066,0.1040451819769829,0.40059707413626316,0.38888428545801607,-0.24719963609744275,-0.020061984493694108
2025-05,0.18663714354935854,0.03504134523474218,0.3746831937745325,0.38990758041193413,-0.2617615923733131,0.022547315750416526
2025-06,0.1659620015609573,0.10177124190141695,0.33461133019524614,0.3519669892570356,-0.07693862116065502,0.06440263355942442
2025-07,0.1520762248843429,0.09494191013169827,0.30566247399329566,0.32232271087648895,-0.21371740184938826,0.06033918478550674
2025-08,0.10273876231705426,0.19873188188327245,0.20419758289394582,-0.21599313252443314,0.45540131735939626,0.1337249110120702
2025-09,0.2011765477132115,0.13713141751345473,0.3954261951078226,0.4177406230666081,0.09859678669932145,0.029253271090068703
2025-10,0.2809878449121094,0.18673680785564906,0.1767953425947033,-0.18671216929343212,0.41572069301952896,0.1234930800529657
2025-11,0.28521896467286234,0.19823971420221265,0.21024138268041534,-0.2241014658138298,0.4862931332657257,-0.046561524495551815
2025-12,0.25062468390613696,0.16843752534001918,0.19759751777747506,0.20342061964243066,0.4488029293411109,-0.14067571251484284
2026-01,0.19413537650254947,0.11065661256558045,0.5007077617646227,0.49892525757328915,0.11902651201130618,-0.12019075016991362
2026-02,0.13471671600459734,0.0661967919317814,0.46259197314569933,0.41922927748870886,-0.09946827251819076,-0.09776699550367578
2026-03,0.19348123985984414,0.08102209811986065,0.25050777503728083,0.2177767670565942,0.15400647379989957,-0.12510768167895356
2026-04,0.09143444348693887,0.03870835957581557,-0.38358715080132144,-0.3361021573510449,0.7405937714854695,-0.06027064073726198
2026-05,-0.15531364841026138,-0.06670251835875916,0.6727640417756793,0.6084187214681206,0.46645774353758335,-0.10416036553488346
2026-06,-0.08146293457090921,0.03429806623052564,-0.38841629208326917,-0.32243811505728254,0.7799037655830748,-0.055718667377995815
2026-07,-0.04159823364975697,-0.017712958808238574,-0.6439931331615631,-0.17483600978753425,0.4306792575408514,-0.08932063261573658
