policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
production_current,ORB,XAGUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:30:00,BUY,75.727,75.54475,4.0,75.90925,trail_stop,0.9984,100,0.162,0.0016,30.0,0.5,1.3027,"live_adaptive(vol=0.43,volume=0.30)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-01 23:15:00,2026-06-02 00:00:00,BUY,74.995,74.802036,4.0,74.802036,loss,-1.0016,100,0.128,0.0016,30.0,0.0312,1.009,"live_adaptive(vol=0.43,volume=0.43)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-02 23:15:00,2026-06-03 00:15:00,SELL,74.601,75.001,4.0,75.001,loss,-1.0008,95,0.4,0.0007,30.0,0.1042,2.2108,"live_adaptive(vol=0.70,volume=1.10)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-03 23:30:00,2026-06-04 01:30:00,BUY,73.199,72.859036,4.0,73.199,trail_stop,-0.0009,100,0.226571,0.0009,30.0,0.2188,0.8518,"live_adaptive(vol=0.76,volume=0.77)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-04 23:30:00,2026-06-05 02:00:00,SELL,73.792,74.124,4.0,72.838,smart_exit,2.8726,95,0.332,0.0009,30.0,0.0208,2.5894,"live_adaptive(vol=0.57,volume=0.82)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-09 01:00:00,SELL,68.063,68.279964,4.0,67.846036,trail_stop,0.9986,100,0.155714,0.0014,30.0,0.0104,0.5394,"live_adaptive(vol=0.42,volume=0.31)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-09 23:15:00,2026-06-10 00:45:00,SELL,64.862,65.201964,4.0,64.862,trail_stop,-0.0009,100,0.277,0.0009,30.0,0.1979,1.1791,"live_adaptive(vol=0.69,volume=0.40)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-11 00:15:00,2026-06-11 02:30:00,BUY,62.833,61.354639,4.0,63.076,smart_exit,0.1642,95,1.343,0.0002,30.0,0.9479,3.1264,"live_adaptive(vol=1.44,volume=2.02)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-11 23:15:00,2026-06-12 03:00:00,SELL,67.492,68.019357,4.0,67.186,smart_exit,0.5797,100,0.407,0.0006,30.0,0.2604,1.1888,"live_adaptive(vol=0.76,volume=0.50)",static,ORB 15m breakout
production_current,ORB,XAGUSD,M15,2026-06,2026-06-15 23:15:00,2026-06-16 00:45:00,SELL,69.909,70.12275,4.0,69.909,trail_stop,-0.0014,100,0.144429,0.0014,30.0,0.0104,0.5401,"live_adaptive(vol=0.70,volume=0.48)",static,ORB 15m breakout
