kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,target,lots,planned_cash_risk,cutoff_epoch
profile,1773927000,20260319,0,4867.011,4502.653,4713.297,4867.011,4601.333,0.0,0.0,0.0,0.0,0.0,1773948600
entry,1773927300,20260319,-1,4867.011,4502.653,4713.297,4867.011,4601.333,4580.685,4713.298,4502.653,0.01,132.613,1773948600
timed_exit,1773948600,20260319,0,4867.011,4502.653,4713.297,4867.011,4601.333,0.0,0.0,0.0,0.0,0.0,1773948600
profile,1774013400,20260320,0,4735.903,4634.263,4661.261,4700.964,4640.616,0.0,0.0,0.0,0.0,0.0,1774035000
invalid_geometry,1774014900,20260320,-1,4735.903,4634.263,4661.261,4700.964,4640.616,4622.139,4661.262,4634.263,0.0,0.0,1774035000
profile,1774272600,20260323,0,4536.367,4098.47,4406.366,4513.56,4226.19,0.0,0.0,0.0,0.0,0.0,1774294200
profile,1774359000,20260324,0,4448.355,4305.688,4407.487,4434.98,4345.813,0.0,0.0,0.0,0.0,0.0,1774380600
profile,1774445400,20260325,0,4602.6,4456.243,4565.248,4582.781,4538.569,0.0,0.0,0.0,0.0,0.0,1774467000
profile,1774531800,20260326,0,4544.686,4412.495,4443.477,4517.146,4418.003,0.0,0.0,0.0,0.0,0.0,1774553400
invalid_geometry,1774542300,20260326,-1,4544.686,4412.495,4443.477,4517.146,4418.003,4401.073,4443.478,4412.495,0.0,0.0,1774553400
profile,1774618200,20260327,0,4475.37,4375.326,4434.206,4465.991,4403.463,0.0,0.0,0.0,0.0,0.0,1774639800
invalid_geometry,1774623000,20260327,1,4475.37,4375.326,4434.206,4465.991,4403.463,4473.521,4434.205,4475.37,0.0,0.0,1774639800
profile,1774877400,20260330,0,4580.84,4418.71,4531.019,4580.84,4457.554,0.0,0.0,0.0,0.0,0.0,1774899000
profile,1774963800,20260331,0,4619.546,4482.601,4561.772,4599.575,4536.808,0.0,0.0,0.0,0.0,0.0,1774985400
invalid_geometry,1774965300,20260331,1,4619.546,4482.601,4561.772,4599.575,4536.808,4606.601,4561.771,4619.546,0.0,0.0,1774985400
profile,1775050200,20260401,0,4763.081,4661.937,4721.464,4739.902,4679.848,0.0,0.0,0.0,0.0,0.0,1775071800
entry,1775050800,20260401,1,4763.081,4661.937,4721.464,4739.902,4679.848,4746.286,4721.463,4763.081,0.05,124.11500000000001,1775071800
profile,1775136600,20260402,0,4800.428,4553.955,4621.992,4702.866,4574.494,0.0,0.0,0.0,0.0,0.0,1775158200
