policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-20 00:15:00,2026-01-20 01:15:00,SELL,212.143,212.35047,6.0,212.143,trail_stop,0.5,91,0.103143,0.5417,,structure,static,Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,7.5,307.5
fixed_current,ORB,AUDUSD,M15,2026-01,2026-01-20 00:15:00,2026-01-20 00:30:00,SELL,0.67087,0.67105,6.0,0.67087,trail_stop,0.5,100,0.000196,0.2083,0.9197,structure,static,ORB 15m breakout,307.5,15.38,7.69,315.19
fixed_current,ORB,GBPUSD,M15,2026-01,2026-01-20 00:15:00,2026-01-20 01:00:00,SELL,1.34145,1.34199,3.0,1.34199,loss,-1.0,100,0.00054,0.1771,1.7221,structure,static,ORB 15m breakout,315.19,15.76,-15.76,299.43
fixed_current,LTA,AUDUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 02:15:00,BUY,0.67322,0.6729,6.0,0.67386,trail_stop,1.5,91,0.000239,0.0104,,structure,static,Entry Model 1 - Double Wick Confirmation,299.43,14.97,22.46,321.89
fixed_current,ORB,GBPUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 00:45:00,SELL,1.3434,1.34398,3.0,1.34398,loss,-1.0,100,0.00058,0.0208,1.5467,structure,static,ORB 15m breakout,321.89,16.09,-16.09,305.79
fixed_current,ORB,NZDUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 01:15:00,SELL,0.58235,0.58275,3.0,0.58275,loss,-1.0,100,0.0004,0.0625,1.3965,structure,static,ORB 15m breakout,305.79,15.29,-15.29,290.5
fixed_current,LTA,GBPJPY,M15,2026-01,2026-01-22 00:15:00,2026-01-22 01:45:00,SELL,212.433,212.66986,6.0,212.66986,loss,-1.0,92,0.119071,0.4167,,structure,static,Entry Model 3 - Confirmation of Internal Structure,290.5,14.53,-14.53,275.98
fixed_current,ORB,AUDUSD,M15,2026-01,2026-01-22 00:15:00,2026-01-22 00:45:00,BUY,0.67596,0.67535,6.0,0.6784,trail_stop,2.5,95,0.00061,0.0625,2.5957,structure,static,ORB 15m breakout,275.98,13.8,34.5,310.47
fixed_current,ORB,GBPUSD,M15,2026-01,2026-01-22 00:15:00,2026-01-22 02:15:00,BUY,1.34213,1.34164,3.0,1.34262,trail_stop,1.0,100,0.000508,0.1146,0.9648,structure,static,ORB 15m breakout,310.47,15.52,15.52,326.0
fixed_current,ORB,AUDUSD,M15,2026-01,2026-01-23 00:15:00,2026-01-23 01:30:00,BUY,0.68409,0.68386,6.0,0.68501,trail_stop,2.5,100,0.00023,0.0521,1.3036,structure,static,ORB 15m breakout,326.0,16.3,40.75,366.75
