policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_balanced,LTA,GBPJPY,M15,2026-01,2026-01-20 00:15:00,2026-01-20 01:15:00,SELL,212.143,212.35047,4.0,212.143,trail_stop,0.5,91,0.103143,0.5417,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,7.5,307.5
dynamic_balanced,ORB,AUDUSD,M15,2026-01,2026-01-20 00:15:00,2026-01-20 00:30:00,SELL,0.67087,0.67105,5.0,0.67087,trail_stop,0.5,100,0.000196,0.2083,0.9197,"max(structure,0.80ATR)",balanced,ORB 15m breakout,307.5,15.38,7.69,315.19
dynamic_balanced,ORB,GBPUSD,M15,2026-01,2026-01-20 00:15:00,2026-01-20 01:00:00,SELL,1.34145,1.342125,3.0,1.342125,loss,-1.0,100,0.00054,0.1771,1.7221,"max(structure,1.25ATR)",balanced,ORB 15m breakout,315.19,15.76,-15.76,299.43
dynamic_balanced,LTA,AUDUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 02:15:00,BUY,0.67322,0.6729,4.0,0.67386,trail_stop,1.5,91,0.000239,0.0104,,"max(structure,0.80ATR)",balanced,Entry Model 1 - Double Wick Confirmation,299.43,14.97,22.46,321.89
dynamic_balanced,ORB,GBPUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 00:45:00,SELL,1.3434,1.344125,3.0,1.344125,loss,-1.0,100,0.00058,0.0208,1.5467,"max(structure,1.25ATR)",balanced,ORB 15m breakout,321.89,16.09,-16.09,305.79
dynamic_balanced,ORB,NZDUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 01:15:00,SELL,0.58235,0.58285,3.0,0.58285,loss,-1.0,100,0.0004,0.0625,1.3965,"max(structure,1.25ATR)",balanced,ORB 15m breakout,305.79,15.29,-15.29,290.5
dynamic_balanced,LTA,GBPJPY,M15,2026-01,2026-01-22 00:15:00,2026-01-22 01:45:00,SELL,212.433,212.66986,4.0,212.66986,loss,-1.0,92,0.119071,0.4167,,"max(structure,0.80ATR)",balanced,Entry Model 3 - Confirmation of Internal Structure,290.5,14.53,-14.53,275.98
dynamic_balanced,ORB,AUDUSD,M15,2026-01,2026-01-22 00:15:00,2026-01-22 00:30:00,BUY,0.67596,0.675198,3.0,0.678248,win,3.0,95,0.00061,0.0625,2.5957,"max(structure,1.25ATR)",balanced,ORB 15m breakout,275.98,13.8,41.4,317.37
dynamic_balanced,ORB,GBPUSD,M15,2026-01,2026-01-22 00:15:00,2026-01-22 02:15:00,BUY,1.34213,1.34164,5.0,1.34262,trail_stop,1.0,100,0.000508,0.1146,0.9648,"max(structure,0.80ATR)",balanced,ORB 15m breakout,317.37,15.87,15.87,333.24
dynamic_balanced,ORB,AUDUSD,M15,2026-01,2026-01-23 00:15:00,2026-01-23 01:15:00,BUY,0.68409,0.68386,5.0,0.68524,win,3.0,100,0.00023,0.0521,1.3036,"max(structure,0.80ATR)",balanced,ORB 15m breakout,333.24,16.66,49.99,383.23
dynamic_balanced,ORB,USDCAD,M15,2026-01,2026-01-23 00:15:00,2026-01-23 08:30:00,BUY,1.37903,1.378243,3.0,1.37903,trail_stop,0.5,95,0.00063,0.0729,2.5418,"max(structure,1.25ATR)",balanced,ORB 15m breakout,383.23,19.16,9.58,392.81
dynamic_balanced,ORB,USDCHF,M15,2026-01,2026-01-23 00:15:00,2026-01-23 04:45:00,BUY,0.78946,0.788948,3.0,0.789973,trail_stop,1.0,100,0.00041,0.0312,1.6833,"max(structure,1.25ATR)",balanced,ORB 15m breakout,392.81,19.64,19.64,412.45
dynamic_balanced,ORB,GBPUSD,M15,2026-01,2026-01-26 00:15:00,2026-01-26 01:00:00,SELL,1.36459,1.366877,3.0,1.366877,loss,-1.0,100,0.00183,0.8125,1.6164,"max(structure,1.25ATR)",balanced,ORB 15m breakout,412.45,20.62,-20.62,391.83
