policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_conservative,LTA,GBPJPY,M15,2026-01,2026-01-20 00:15:00,2026-01-20 01:15:00,SELL,212.143,212.35047,3.0,212.143,trail_stop,0.5,91,0.103143,0.5417,,"max(structure,1.0ATR)",conservative,Entry Model 3 - Confirmation of Internal Structure,300.0,15.0,7.5,307.5
dynamic_conservative,ORB,AUDUSD,M15,2026-01,2026-01-20 00:15:00,2026-01-20 00:30:00,SELL,0.67087,0.671066,3.0,0.67087,trail_stop,0.5,100,0.000196,0.2083,0.9197,"max(structure,1.0ATR)",conservative,ORB 15m breakout,307.5,15.38,7.69,315.19
dynamic_conservative,ORB,GBPUSD,M15,2026-01,2026-01-20 00:15:00,2026-01-20 01:00:00,SELL,1.34145,1.34199,2.0,1.34199,loss,-1.0,100,0.00054,0.1771,1.7221,"max(structure,1.0ATR)",conservative,ORB 15m breakout,315.19,15.76,-15.76,299.43
dynamic_conservative,LTA,AUDUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 01:30:00,BUY,0.67322,0.6729,3.0,0.67418,win,2.0,91,0.000239,0.0104,,"max(structure,1.0ATR)",conservative,Entry Model 1 - Double Wick Confirmation,299.43,14.97,29.94,329.37
dynamic_conservative,ORB,GBPUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 00:45:00,SELL,1.3434,1.34398,2.0,1.34398,loss,-1.0,100,0.00058,0.0208,1.5467,"max(structure,1.0ATR)",conservative,ORB 15m breakout,329.37,16.47,-16.47,312.9
dynamic_conservative,ORB,NZDUSD,M15,2026-01,2026-01-21 00:15:00,2026-01-21 01:15:00,SELL,0.58235,0.58275,2.0,0.58275,loss,-1.0,100,0.0004,0.0625,1.3965,"max(structure,1.0ATR)",conservative,ORB 15m breakout,312.9,15.65,-15.65,297.26
dynamic_conservative,LTA,GBPJPY,M15,2026-01,2026-01-22 00:15:00,2026-01-22 01:45:00,SELL,212.433,212.66986,3.0,212.66986,loss,-1.0,92,0.119071,0.4167,,"max(structure,1.0ATR)",conservative,Entry Model 3 - Confirmation of Internal Structure,297.26,14.86,-14.86,282.39
dynamic_conservative,ORB,AUDUSD,M15,2026-01,2026-01-22 00:15:00,2026-01-22 00:30:00,BUY,0.67596,0.67535,2.0,0.67718,win,2.0,95,0.00061,0.0625,2.5957,"max(structure,1.0ATR)",conservative,ORB 15m breakout,282.39,14.12,28.24,310.63
dynamic_conservative,ORB,GBPUSD,M15,2026-01,2026-01-22 00:15:00,2026-01-22 02:15:00,BUY,1.34213,1.341622,3.0,1.342638,trail_stop,1.0,100,0.000508,0.1146,0.9648,"max(structure,1.0ATR)",conservative,ORB 15m breakout,310.63,15.53,15.53,326.17
dynamic_conservative,ORB,AUDUSD,M15,2026-01,2026-01-23 00:15:00,2026-01-23 01:15:00,BUY,0.68409,0.68386,3.0,0.68478,win,2.0,100,0.00023,0.0521,1.3036,"max(structure,1.0ATR)",conservative,ORB 15m breakout,326.17,16.31,32.62,358.78
