policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_aggressive,ORB,BTCUSD,M15,2026-05,2026-05-25 23:15:00,2026-05-26 00:30:00,BUY,77226.12,76999.4,4.0,76999.4,loss,-1.0001,100,226.72,0.0001,1400.0,0.5208,1.6346,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,300.0,15.0,-15.0,285.0
dynamic_aggressive,ORB,US30,M15,2026-05,2026-05-25 23:15:00,2026-05-25 23:45:00,SELL,50971.1,51012.025714,6.0,51012.025714,loss,-1.0562,100,51.157143,0.0562,23.0,0.6771,0.692,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,285.0,14.25,-15.05,269.95
dynamic_aggressive,LTA,BTCUSD,M15,2026-05,2026-05-26 23:00:00,2026-05-27 03:45:00,BUY,75782.42,75526.35579,5.0,75526.35579,loss,-1.0001,91,160.161429,0.0001,1400.0,0.3333,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,269.95,13.5,-13.5,256.45
dynamic_aggressive,ORB,US30,M15,2026-05,2026-05-26 23:15:00,2026-05-27 00:15:00,BUY,50530.7,50501.82,6.0,50559.58,trail_stop,0.9273,95,36.1,0.0727,21.0,0.2083,0.4875,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,256.45,12.82,11.89,268.34
dynamic_aggressive,ORB,XAUUSD,M15,2026-05,2026-05-26 23:15:00,2026-05-26 23:30:00,SELL,4507.728,4513.612,6.0,4513.612,loss,-1.0005,100,6.152857,0.0005,280.0,0.3229,0.9563,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,268.34,13.42,-13.42,254.92
dynamic_aggressive,LTA,XAUUSD,M15,2026-05,2026-05-27 03:00:00,2026-05-27 03:45:00,BUY,4509.021,4496.84725,6.0,4496.84725,loss,-1.0002,99,7.158357,0.0002,280.0,0.3542,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,254.92,12.75,-12.75,242.17
dynamic_aggressive,LTA,XAUUSD,M30,2026-05,2026-05-27 04:30:00,2026-05-27 05:30:00,BUY,4510.088,4494.0844,6.0,4494.0844,loss,-1.0002,97,11.004,0.0002,280.0,0.6979,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,242.17,12.11,-12.11,230.06
dynamic_aggressive,ORB,XAGUSD,M15,2026-05,2026-05-27 23:15:00,2026-05-28 00:00:00,SELL,74.576,74.694,6.0,74.576,trail_stop,0.4975,100,0.139786,0.0025,30.0,0.0104,0.8441,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,230.06,11.5,5.72,235.78
dynamic_aggressive,ORB,XAUUSD,M15,2026-05,2026-05-27 23:15:00,2026-05-28 00:00:00,SELL,4451.578,4457.516,6.0,4451.578,trail_stop,0.4995,100,5.938,0.0005,280.0,0.0625,1.1814,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,235.78,11.79,5.89,241.67
dynamic_aggressive,LTA,XAGUSD,M15,2026-05,2026-05-28 01:00:00,2026-05-28 05:30:00,SELL,73.987,74.98919,5.0,72.98481,trail_stop,0.9997,91,0.241286,0.0003,30.0,0.3333,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,241.67,12.08,12.08,253.75
dynamic_aggressive,LTA,BTCUSD,M15,2026-05,2026-05-28 01:15:00,2026-05-28 07:15:00,SELL,74160.29,74496.20143,6.0,73152.55571,trail_stop,2.0,97,234.942857,0.0,1400.0,0.6875,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,253.75,12.69,25.37,279.12
dynamic_aggressive,LTA,US30,M30,2026-05,2026-05-28 05:30:00,2026-05-28 10:30:00,BUY,50679.2,50572.68714,6.0,50572.68714,loss,-1.0197,97,48.085714,0.0197,21.0,0.4062,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,279.12,13.96,-14.23,264.89
dynamic_aggressive,ORB,BTCUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 01:15:00,BUY,73492.12,73351.714286,6.0,73492.12,trail_stop,0.4999,100,175.507143,0.0001,1400.0,0.2083,0.6621,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,264.89,13.24,6.62,271.51
dynamic_aggressive,ORB,US30,M15,2026-05,2026-05-28 23:15:00,2026-05-29 00:00:00,BUY,50749.7,50722.025714,6.0,50722.025714,loss,-1.0759,95,34.592857,0.0759,21.0,0.0729,0.3903,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,271.51,13.58,-14.61,256.91
dynamic_aggressive,ORB,BTCUSD,M15,2026-05,2026-05-29 23:15:00,2026-05-30 00:15:00,SELL,73272.88,73425.721714,6.0,73425.721714,loss,-1.0001,100,191.052143,0.0001,1400.0,0.5208,0.7584,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,256.91,12.85,-12.85,244.06
dynamic_aggressive,LTA,BTCUSD,M15,2026-05,2026-05-30 05:00:00,2026-05-31 02:30:00,BUY,73411.34,73064.21068,5.0,73758.46932,trail_stop,1.0,91,135.062143,0.0,1400.0,0.2396,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,244.06,12.2,12.2,256.26
dynamic_aggressive,LTA,BTCUSD,M30,2026-05,2026-05-31 23:00:00,2026-06-01 02:30:00,SELL,73728.6,74137.03346,4.0,73728.6,trail_stop,0.5,91,198.756429,0.0,1400.0,0.9271,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,256.26,12.81,6.41,262.67
dynamic_aggressive,ORB,US30,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:30:00,BUY,51099.5,51062.008571,6.0,51099.5,trail_stop,0.4387,100,46.864286,0.0613,23.0,0.6354,0.5676,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,262.67,13.13,5.76,268.43
dynamic_aggressive,ORB,XAGUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 01:00:00,BUY,75.304,75.035,6.0,75.304,trail_stop,0.4989,100,0.269,0.0011,30.0,0.2396,1.1685,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,268.43,13.42,6.7,275.13
dynamic_aggressive,ORB,XAUUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 01:00:00,BUY,4543.22,4534.929,6.0,4534.929,loss,-1.0003,100,8.291,0.0003,280.0,0.3021,1.1962,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,275.13,13.76,-13.76,261.37
dynamic_aggressive,LTA,US30,M15,2026-06,2026-06-01 03:45:00,2026-06-01 08:15:00,SELL,51104.7,51160.56464,6.0,51160.56464,loss,-1.0376,98,25.764286,0.0376,21.0,0.2188,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,261.37,13.07,-13.56,247.81
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-01 05:15:00,2026-06-01 13:00:00,BUY,75.765,75.13667,5.0,75.13667,loss,-1.0005,90,0.2755,0.0005,30.0,0.4271,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,247.81,12.39,-12.4,235.41
dynamic_aggressive,ORB,XAGUSD,M15,2026-06,2026-06-01 23:15:00,2026-06-01 23:45:00,BUY,74.995,74.867,6.0,74.995,trail_stop,0.4977,100,0.128,0.0023,30.0,0.0312,1.009,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,235.41,11.77,5.86,241.27
dynamic_aggressive,ORB,XAUUSD,M15,2026-06,2026-06-01 23:15:00,2026-06-01 23:30:00,BUY,4487.733,4481.712,4.0,4481.712,loss,-1.0005,100,6.021,0.0005,280.0,0.0521,1.6344,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,241.27,12.06,-12.07,229.2
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-02 00:15:00,2026-06-02 01:00:00,BUY,4493.814,4475.70217,6.0,4475.70217,loss,-1.0002,98,5.4255,0.0002,280.0,0.125,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,229.2,11.46,-11.46,217.74
dynamic_aggressive,LTA,XAGUSD,M30,2026-06,2026-06-02 01:00:00,2026-06-02 01:30:00,BUY,75.704,74.65125,5.0,74.65125,loss,-1.0003,94,0.325,0.0003,30.0,0.1354,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,217.74,10.89,-10.89,206.85
dynamic_aggressive,ORB,US30,M15,2026-06,2026-06-02 23:15:00,2026-06-02 23:30:00,SELL,51335.0,51382.6,4.0,51335.0,trail_stop,0.4517,100,47.6,0.0483,23.0,0.6042,1.3924,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,206.85,10.34,4.67,211.52
dynamic_aggressive,ORB,XAGUSD,M15,2026-06,2026-06-02 23:15:00,2026-06-03 00:15:00,SELL,74.601,75.001,4.0,75.001,loss,-1.0008,95,0.4,0.0007,30.0,0.1042,2.2108,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,211.52,10.58,-10.58,200.93
dynamic_aggressive,ORB,XAUUSD,M15,2026-06,2026-06-02 23:15:00,2026-06-03 00:30:00,SELL,4474.231,4488.57,4.0,4488.57,loss,-1.0002,95,14.339,0.0002,280.0,0.1875,2.888,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,200.93,10.05,-10.05,190.89
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-03 23:15:00,2026-06-04 02:00:00,SELL,64308.05,64897.58,4.0,61949.93,win,2.5,100,589.53,0.0,1400.0,0.7604,1.4632,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,190.89,9.54,23.86,214.75
dynamic_aggressive,ORB,US30,M15,2026-06,2026-06-03 23:15:00,2026-06-04 00:30:00,SELL,50788.1,50833.6,6.0,50833.6,loss,-1.0462,100,52.757143,0.0462,21.0,0.6875,0.8624,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,214.75,10.74,-11.23,203.51
dynamic_aggressive,ORB,XAUUSD,M15,2026-06,2026-06-03 23:15:00,2026-06-04 00:00:00,BUY,4450.354,4444.694971,6.0,4456.013029,trail_stop,0.9995,100,7.073786,0.0005,280.0,0.3021,0.7019,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,203.51,10.18,10.17,213.68
dynamic_aggressive,ORB,XAGUSD,M15,2026-06,2026-06-03 23:30:00,2026-06-04 00:00:00,BUY,73.199,73.006,6.0,73.199,trail_stop,0.4984,100,0.226571,0.0016,30.0,0.2188,0.8518,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,213.68,10.68,5.32,219.01
dynamic_aggressive,LTA,US30,M15,2026-06,2026-06-04 01:30:00,2026-06-04 01:45:00,BUY,50806.2,50769.49893,5.0,50769.49893,loss,-1.0572,91,38.007143,0.0572,21.0,0.5,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,219.01,10.95,-11.58,207.43
dynamic_aggressive,LTA,XAGUSD,M30,2026-06,2026-06-04 01:30:00,2026-06-04 04:30:00,SELL,73.097,73.86732,5.0,73.86732,loss,-1.0004,93,0.402143,0.0004,30.0,0.4792,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,207.43,10.37,-10.38,197.06
dynamic_aggressive,LTA,EURUSD,M30,2026-06,2026-06-04 05:00:00,2026-06-04 06:30:00,SELL,1.16054,1.16136,6.0,1.16136,loss,-1.0976,97,0.000581,0.0976,8.0,0.5417,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,197.06,9.85,-10.81,186.24
dynamic_aggressive,LTA,US30,M15,2026-06,2026-06-04 05:15:00,2026-06-04 06:00:00,SELL,50763.8,50811.70893,6.0,50811.70893,loss,-1.0438,100,27.392857,0.0438,21.0,0.2292,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,186.24,9.31,-9.72,176.52
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-04 23:15:00,2026-06-04 23:45:00,SELL,63532.98,63792.670857,6.0,63792.670857,loss,-1.0,100,324.613571,0.0,1008.0,0.0104,0.7646,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,176.52,8.83,-8.83,167.69
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-05 23:15:00,2026-06-06 00:00:00,SELL,61275.99,61759.79,6.0,61275.99,trail_stop,0.5,100,506.448571,0.0,1008.0,0.4688,0.9553,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,167.69,8.38,4.19,171.89
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-06 23:30:00,2026-06-07 00:45:00,BUY,60732.77,60511.48,6.0,60732.77,trail_stop,0.5,100,221.29,0.0,1008.0,0.1354,1.2993,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,171.89,8.59,4.3,176.18
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:00:00,BUY,63036.77,62611.621429,4.0,63036.77,trail_stop,0.5,100,531.435714,0.0,1008.0,1.0,0.5165,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,176.18,8.81,4.4,180.59
dynamic_aggressive,ORB,XAGUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:00:00,BUY,67.803,67.336,6.0,67.803,trail_stop,0.4994,100,0.467,0.0006,30.0,0.6771,1.2005,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,180.59,9.03,4.51,185.1
dynamic_aggressive,ORB,XAUUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:00:00,BUY,4334.071,4317.463,4.0,4334.071,trail_stop,0.4998,100,16.608,0.0002,260.0,0.7083,1.5337,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,185.1,9.25,4.63,189.72
dynamic_aggressive,ORB,US30,M15,2026-06,2026-06-07 23:30:00,2026-06-08 01:15:00,BUY,50820.2,50729.2,4.0,50820.2,trail_stop,0.4769,100,99.542857,0.0231,21.0,0.8646,0.9142,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,189.72,9.49,4.52,194.25
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-08 03:30:00,2026-06-08 05:15:00,BUY,67.529,67.166029,6.0,67.529,trail_stop,0.4992,97,0.453714,0.0008,30.0,0.7188,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,194.25,9.71,4.85,199.1
dynamic_aggressive,LTA,US30,M15,2026-06,2026-06-08 04:15:00,2026-06-08 06:15:00,SELL,50847.1,50899.09107,6.0,50795.10893,trail_stop,0.9596,97,56.607143,0.0404,21.0,0.4271,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,199.1,9.95,9.55,208.65
dynamic_aggressive,LTA,EURUSD,M15,2026-06,2026-06-08 05:45:00,2026-06-08 11:15:00,SELL,1.15188,1.15401,5.0,1.15401,loss,-1.0376,93,0.000463,0.0376,8.0,0.2917,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,208.65,10.43,-10.82,197.82
dynamic_aggressive,LTA,XAGUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-09 00:45:00,SELL,67.957,68.2117,5.0,67.7023,trail_stop,0.9988,92,0.144643,0.0012,30.0,0.0104,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,197.82,9.89,9.88,207.7
dynamic_aggressive,ORB,XAUUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-09 00:00:00,SELL,4325.184,4329.339029,6.0,4321.028971,trail_stop,0.9994,100,5.193786,0.0006,260.0,0.0104,0.7189,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,207.7,10.39,10.38,218.08
dynamic_aggressive,LTA,BTCUSD,M15,2026-06,2026-06-09 01:15:00,2026-06-09 08:00:00,BUY,62762.79,62350.25907,5.0,62762.79,trail_stop,0.5,92,269.672857,0.0,1000.0,0.5,,"max(structure,0.8ATR)",aggressive,Entry Model 3 - Confirmation of Internal Structure,218.08,10.9,5.45,223.53
dynamic_aggressive,LTA,EURUSD,M15,2026-06,2026-06-09 05:00:00,2026-06-09 06:00:00,SELL,1.15395,1.15482,6.0,1.15482,loss,-1.092,97,0.000333,0.092,8.0,0.2812,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,223.53,11.18,-12.21,211.33
dynamic_aggressive,LTA,XAUUSD,M15,2026-06,2026-06-09 06:00:00,2026-06-09 11:45:00,SELL,4341.44,4352.69898,6.0,4341.44,trail_stop,0.4998,96,7.793214,0.0002,280.0,0.375,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,211.33,10.57,5.28,216.61
dynamic_aggressive,LTA,BTCUSD,M15,2026-06,2026-06-09 23:00:00,2026-06-09 23:30:00,BUY,61697.21,61526.980857,5.0,61526.980857,loss,-1.0001,90,212.786429,0.0001,1000.0,0.3229,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,216.61,10.83,-10.83,205.78
dynamic_aggressive,ORB,US30,M15,2026-06,2026-06-09 23:15:00,2026-06-10 00:00:00,SELL,50778.3,50844.671429,6.0,50844.671429,loss,-1.0316,95,82.964286,0.0316,21.0,0.6562,0.4387,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,205.78,10.29,-10.61,195.17
dynamic_aggressive,ORB,XAUUSD,M15,2026-06,2026-06-10 23:15:00,2026-06-11 02:15:00,BUY,4053.897,4023.761,4.0,4084.033,trail_stop,0.9999,95,30.136,0.0001,260.0,0.8646,2.2137,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,195.17,9.76,9.76,204.92
dynamic_aggressive,ORB,XAGUSD,M15,2026-06,2026-06-11 00:15:00,2026-06-11 12:30:00,BUY,62.833,61.49,4.0,62.833,trail_stop,0.4998,95,1.343,0.0002,30.0,0.9479,3.1264,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,204.92,10.25,5.12,210.04
dynamic_aggressive,ORB,XAGUSD,M15,2026-06,2026-06-11 23:15:00,2026-06-12 02:00:00,SELL,67.492,67.899,6.0,67.085,trail_stop,0.9993,100,0.407,0.0007,30.0,0.2604,1.1888,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,210.04,10.5,10.49,220.54
dynamic_aggressive,ORB,XAUUSD,M15,2026-06,2026-06-11 23:15:00,2026-06-12 08:00:00,SELL,4221.006,4245.907,4.0,4196.105,trail_stop,0.9999,100,24.901,0.0001,260.0,0.4479,1.8403,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,220.54,11.03,11.03,231.56
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-11 23:30:00,2026-06-12 00:15:00,BUY,63440.0,63289.91,6.0,63590.09,trail_stop,0.9999,100,167.223571,0.0001,1000.0,0.125,0.8975,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,231.56,11.58,11.58,243.14
dynamic_aggressive,LTA,BTCUSD,M30,2026-06,2026-06-12 00:30:00,2026-06-12 01:00:00,BUY,63575.99,63251.5745,6.0,63251.5745,loss,-1.0,98,255.57,0.0,1000.0,0.0312,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,243.14,12.16,-12.16,230.98
dynamic_aggressive,LTA,BTCUSD,M30,2026-06,2026-06-12 05:00:00,2026-06-12 08:00:00,SELL,63408.3,63823.07804,6.0,63408.3,trail_stop,0.5,97,250.653571,0.0,1000.0,0.1146,,"max(structure,0.8ATR)",aggressive,Entry Model 1 - Double Wick Confirmation,230.98,11.55,5.77,236.76
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-12 23:15:00,2026-06-12 23:30:00,SELL,63403.7,63506.702857,6.0,63506.702857,loss,-1.0001,100,128.753571,0.0001,1000.0,0.5,0.6054,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,236.76,11.84,-11.84,224.92
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-13 23:15:00,2026-06-13 23:30:00,BUY,64451.51,64354.273429,6.0,64451.51,trail_stop,0.4999,95,121.545714,0.0001,1000.0,0.75,0.3575,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,224.92,11.25,5.62,230.54
dynamic_aggressive,LTA,BTCUSD,M15,2026-06,2026-06-14 00:30:00,2026-06-14 04:45:00,BUY,64529.02,64329.02961,6.0,64329.02961,loss,-1.0001,97,131.469286,0.0001,1000.0,0.8438,,"max(structure,0.8ATR)",aggressive,Entry Model 2 - Internal Swing Confirmation,230.54,11.53,-11.53,219.01
dynamic_aggressive,ORB,BTCUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-15 04:45:00,BUY,65596.87,65214.06,4.0,65596.87,trail_stop,0.5,100,382.81,0.0,1000.0,1.0,1.2255,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,219.01,10.95,5.48,224.49
dynamic_aggressive,ORB,US30,M15,2026-06,2026-06-14 23:15:00,2026-06-15 00:00:00,SELL,51554.0,51615.097143,6.0,51615.097143,loss,-1.0344,100,76.371429,0.0344,21.0,0.4792,0.5316,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,224.49,11.22,-11.61,212.88
dynamic_aggressive,ORB,XAGUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-14 23:45:00,SELL,69.83,70.118571,6.0,70.118571,loss,-1.001,100,0.360714,0.001,30.0,0.4688,0.7236,"max(structure,0.8ATR)",aggressive,ORB 15m breakout,212.88,10.64,-10.65,202.22
