policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
fixed_current,LTA,XAUUSD,M15,2026-05,2026-05-27 03:00:00,2026-05-27 03:45:00,BUY,4509.021,4496.84725,6.0,4496.84725,loss,-1.0002,99,7.158357,0.0002,280.0,0.3542,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-02 00:15:00,2026-06-02 01:00:00,BUY,4493.814,4475.70217,6.0,4475.70217,loss,-1.0002,98,5.4255,0.0002,280.0,0.125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-09 06:00:00,2026-06-09 11:45:00,SELL,4341.44,4352.69898,6.0,4341.44,trail_stop,0.4998,96,7.793214,0.0002,280.0,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-16 04:15:00,2026-06-16 07:45:00,SELL,4322.997,4334.32577,6.0,4334.32577,loss,-1.0002,92,7.3585,0.0002,280.0,0.4479,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-18 01:45:00,2026-06-18 11:00:00,SELL,4317.957,4330.25809,6.0,4244.15046,win,3.4998,91,11.407286,0.0002,260.0,0.75,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-22 23:45:00,2026-06-23 00:30:00,SELL,4187.682,4196.0141,6.0,4187.682,trail_stop,0.4997,91,4.180643,0.0003,260.0,0.0625,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAUUSD,M15,2026-06,2026-06-23 00:30:00,2026-06-23 01:15:00,BUY,4192.547,4177.4302,6.0,4177.4302,loss,-1.0002,92,5.278643,0.0002,260.0,0.1354,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAUUSD,M30,2026-05,2026-05-27 04:30:00,2026-05-27 05:30:00,BUY,4510.088,4494.0844,6.0,4494.0844,loss,-1.0002,97,11.004,0.0002,280.0,0.6979,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAGUSD,M15,2026-05,2026-05-28 01:00:00,2026-05-28 05:30:00,SELL,73.987,74.98919,6.0,72.98481,trail_stop,0.9997,91,0.241286,0.0003,30.0,0.3333,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-01 05:15:00,2026-06-01 13:00:00,BUY,75.765,75.13667,6.0,75.13667,loss,-1.0005,90,0.2755,0.0005,30.0,0.4271,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-02 23:45:00,2026-06-03 01:15:00,BUY,74.822,74.2745,6.0,74.2745,loss,-1.0005,91,0.203357,0.0005,30.0,0.1875,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-08 03:30:00,2026-06-08 05:15:00,BUY,67.529,67.19794,6.0,67.529,trail_stop,0.4991,97,0.453714,0.0009,30.0,0.7188,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-09 00:45:00,SELL,67.957,68.2117,6.0,67.7023,trail_stop,0.9988,92,0.144643,0.0012,30.0,0.0104,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-15 04:45:00,2026-06-15 05:30:00,BUY,70.473,70.20691,6.0,70.20691,loss,-1.0011,93,0.220571,0.0011,30.0,0.0104,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-16 05:45:00,2026-06-16 07:30:00,SELL,69.321,69.98998,6.0,69.98998,loss,-1.0004,100,0.219857,0.0004,30.0,0.6146,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,XAGUSD,M15,2026-06,2026-06-17 00:00:00,2026-06-17 08:15:00,BUY,70.158,69.77763,6.0,69.77763,loss,-1.0008,92,0.155786,0.0008,30.0,0.1354,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,XAGUSD,M30,2026-06,2026-06-02 01:00:00,2026-06-02 01:30:00,BUY,75.704,74.65125,6.0,74.65125,loss,-1.0003,94,0.325,0.0003,30.0,0.1354,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,XAGUSD,M30,2026-06,2026-06-04 01:30:00,2026-06-04 04:30:00,SELL,73.097,73.86732,6.0,73.86732,loss,-1.0004,93,0.402143,0.0004,30.0,0.4792,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,EURUSD,M15,2026-06,2026-06-08 05:45:00,2026-06-08 11:15:00,SELL,1.15188,1.15401,6.0,1.15401,loss,-1.0376,93,0.000463,0.0376,8.0,0.2917,,structure,static,Entry Model 2 - Internal Swing Confirmation
