deal,time,time_msc,symbol,position_id,magic,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2019.01.01 00:00:00,1546300800000,,0,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2019.01.02 09:00:00,1546419600001,XAUUSD,2,91330003,0,0,3,0.08,1288.217,0.0,-0.44,0.0,0.0,3WG|3
3,2019.01.02 13:38:41,1546436321739,XAUUSD,2,91330003,1,1,4,0.08,1283.967,-34.0,0.0,0.0,0.0,sl 1283.969
4,2019.01.02 20:00:00,1546459200001,XAUUSD,4,91330002,1,0,3,0.06,1281.559,0.0,-0.33,0.0,0.0,3WG|2
5,2019.01.02 23:01:00,1546470060000,XAUUSD,4,91330002,0,1,4,0.06,1287.759,-37.2,0.0,0.0,0.0,sl 1287.191
6,2019.01.03 00:00:00,1546473600001,XAUUSD,6,91330002,0,0,3,0.05,1286.037,0.0,-0.28,0.0,0.0,3WG|2
7,2019.01.03 13:00:00,1546520400001,XAUUSD,7,91330001,0,0,3,0.06,1288.21,0.0,-0.33,0.0,0.0,3WG|1
8,2019.01.04 01:19:02,1546564742647,XAUUSD,7,91330001,1,1,5,0.06,1298.234,60.14,0.0,-3.21,0.0,tp 1298.226
9,2019.01.04 01:33:28,1546565608125,XAUUSD,6,91330002,1,1,5,0.05,1298.386,61.74,0.0,-2.67,0.0,tp 1298.365
10,2019.01.04 14:00:00,1546610400001,XAUUSD,10,91330002,1,0,3,0.07,1287.771,0.0,-0.39,0.0,0.0,3WG|2
11,2019.01.04 14:00:00,1546610400002,XAUUSD,11,91330003,1,0,3,0.07,1287.771,0.0,-0.39,0.0,0.0,3WG|3
12,2019.01.04 14:46:39,1546613199823,XAUUSD,10,91330002,0,1,5,0.07,1278.641,63.91,0.0,0.0,0.0,tp 1278.683
13,2019.01.04 14:46:39,1546613199823,XAUUSD,11,91330003,0,1,5,0.07,1278.641,63.91,0.0,0.0,0.0,tp 1278.683
14,2019.01.04 15:00:00,1546614000001,XAUUSD,14,91330003,1,0,3,0.06,1277.871,0.0,-0.33,0.0,0.0,3WG|3
15,2019.01.04 15:33:35,1546616015333,XAUUSD,14,91330003,0,1,4,0.06,1283.723,-35.11,0.0,0.0,0.0,sl 1283.699
16,2019.01.07 06:00:00,1546840800001,XAUUSD,16,91330002,0,0,3,0.07,1291.592,0.0,-0.39,0.0,0.0,3WG|2
17,2019.01.07 16:36:35,1546878995675,XAUUSD,16,91330002,1,1,4,0.07,1286.672,-34.44,0.0,0.0,0.0,sl 1286.698
18,2019.01.07 19:00:00,1546887600001,XAUUSD,18,91330002,1,0,3,0.07,1288.223,0.0,-0.39,0.0,0.0,3WG|2
19,2019.01.08 14:00:00,1546956000001,XAUUSD,19,91330003,1,0,3,0.08,1280.696,0.0,-0.44,0.0,0.0,3WG|3
20,2019.01.08 14:55:02,1546959302000,XAUUSD,19,91330003,0,1,4,0.08,1284.524,-30.62,0.0,0.0,0.0,sl 1284.521
21,2019.01.09 15:00:00,1547046000001,XAUUSD,21,91330003,0,0,3,0.08,1288.538,0.0,-0.44,0.0,0.0,3WG|3
22,2019.01.09 19:27:33,1547062053134,XAUUSD,18,91330002,0,1,4,0.07,1292.709,-31.4,0.0,0.0,0.0,sl 1292.695
23,2019.01.10 03:35:51,1547091351000,XAUUSD,21,91330003,1,1,5,0.08,1296.74,65.62,0.0,-12.84,0.0,tp 1296.738
24,2019.01.10 17:00:00,1547139600001,XAUUSD,24,91330002,1,0,3,0.07,1289.075,0.0,-0.39,0.0,0.0,3WG|2
25,2019.01.11 02:00:00,1547172000001,XAUUSD,25,91330001,0,0,3,0.08,1289.985,0.0,-0.44,0.0,0.0,3WG|1
26,2019.01.11 05:30:34,1547184634000,XAUUSD,24,91330002,0,1,4,0.07,1293.46,-30.69,0.0,0.0,0.0,sl 1293.460
27,2019.01.11 16:00:00,1547222400001,XAUUSD,27,91330002,1,0,3,0.07,1290.285,0.0,-0.39,0.0,0.0,3WG|2
28,2019.01.14 10:15:03,1547460903000,XAUUSD,27,91330002,0,1,4,0.07,1294.709,-30.96,0.0,0.0,0.0,sl 1294.704
29,2019.01.15 00:00:00,1547510400001,XAUUSD,29,91330002,1,0,3,0.08,1291.512,0.0,-0.44,0.0,0.0,3WG|2
30,2019.01.16 16:00:00,1547654400001,XAUUSD,30,91330003,0,0,3,0.09,1293.119,0.0,-0.5,0.0,0.0,3WG|3
31,2019.01.17 13:35:39,1547732139633,XAUUSD,30,91330003,1,1,4,0.09,1289.615,-31.53,0.0,-14.44,0.0,sl 1289.620
32,2019.01.18 09:00:00,1547802000001,XAUUSD,32,91330003,1,0,3,0.1,1288.648,0.0,-0.55,0.0,0.0,3WG|3
33,2019.01.18 09:28:15,1547803695882,XAUUSD,25,91330001,1,1,4,0.08,1286.02,-31.72,0.0,-29.96,0.0,sl 1286.040
34,2019.01.18 13:12:18,1547817138904,XAUUSD,29,91330002,0,1,5,0.08,1283.155,66.86,0.0,0.0,0.0,tp 1283.158
35,2019.01.18 13:12:39,1547817159452,XAUUSD,32,91330003,0,1,5,0.1,1282.54,61.08,0.0,0.0,0.0,tp 1282.554
36,2019.01.18 14:00:00,1547820000001,XAUUSD,36,91330003,1,0,3,0.08,1283.256,0.0,-0.44,0.0,0.0,3WG|3
37,2019.01.22 09:00:00,1548147600001,XAUUSD,37,91330002,0,0,3,0.1,1284.668,0.0,-0.55,0.0,0.0,3WG|2
38,2019.01.22 14:54:32,1548168872000,XAUUSD,37,91330002,1,1,4,0.1,1281.57,-30.98,0.0,0.0,0.0,sl 1281.574
39,2019.01.23 15:00:00,1548255600001,XAUUSD,39,91330002,1,0,3,0.1,1279.836,0.0,-0.55,0.0,0.0,3WG|2
