date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2026-04-19,2026-04-19 13:45:00,2026-04-19 14:00:00,BTCUSD,SELL,win,1.3043,20.0,26.0,1
2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,AUDUSD,BUY,loss,-1.0,26.0,20.02,1
2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,EURUSD,BUY,loss,-1.0,20.02,15.42,1
2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,GBPUSD,BUY,loss,-1.0,15.42,11.87,1
2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,NZDUSD,BUY,loss,-1.0,11.87,9.14,1
2026-04-20,2026-04-20 13:45:00,2026-04-20 14:30:00,US30,BUY,loss,-1.0,9.14,7.04,1
2026-04-20,2026-04-20 13:45:00,2026-04-20 14:15:00,USDCAD,SELL,win,1.3043,7.04,9.15,1
2026-04-20,2026-04-20 13:45:00,2026-04-20 14:00:00,USDJPY,SELL,loss,-1.0,9.15,7.04,1
2026-04-20,2026-04-20 14:00:00,2026-04-20 14:45:00,USDCHF,BUY,loss,-1.0,7.04,5.42,1
2026-04-20,2026-04-20 14:00:00,2026-04-20 14:45:00,XAGUSD,SELL,win,1.3043,5.42,7.05,1
2026-04-20,2026-04-20 14:00:00,2026-04-20 14:15:00,XAUUSD,SELL,loss,-1.0,7.05,5.43,1
2026-04-20,2026-04-20 14:15:00,2026-04-20 15:00:00,BTCUSD,BUY,loss,-1.0,5.43,4.18,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,AUDUSD,BUY,win,1.3043,4.18,5.44,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,EURUSD,SELL,loss,-1.0,5.44,4.19,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,GBPUSD,BUY,loss,-1.0,4.19,3.22,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 13:45:00,NZDUSD,BUY,win,1.3043,3.22,4.19,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,US30,BUY,loss,-1.0,4.19,3.23,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,USDCAD,SELL,win,1.3043,3.23,4.19,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:30:00,USDCHF,SELL,win,1.3043,4.19,5.45,1
2026-04-21,2026-04-21 13:45:00,2026-04-21 14:15:00,XAUUSD,BUY,loss,-1.0,5.45,4.2,1
2026-04-21,2026-04-21 14:00:00,2026-04-21 14:15:00,BTCUSD,SELL,loss,-1.0,4.2,3.23,1
2026-04-21,2026-04-21 14:15:00,2026-04-21 14:30:00,XAGUSD,SELL,win,1.3043,3.23,4.2,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 20:00:00,AUDUSD,BUY,timeout,-0.587,4.2,3.63,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 15:30:00,BTCUSD,BUY,win,1.3043,3.63,4.72,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 14:30:00,EURUSD,BUY,loss,-1.0,4.72,3.64,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 14:45:00,GBPUSD,BUY,loss,-1.0,3.64,2.8,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 16:15:00,NZDUSD,BUY,loss,-1.0,2.8,2.16,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 16:15:00,US30,BUY,loss,-1.0,2.16,1.66,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 15:00:00,USDCAD,SELL,loss,-1.0,1.66,1.28,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 14:30:00,XAGUSD,BUY,loss,-1.0,1.28,0.98,1
2026-04-22,2026-04-22 13:45:00,2026-04-22 14:30:00,XAUUSD,BUY,loss,-1.0,0.98,0.76,1
2026-04-22,2026-04-22 14:30:00,2026-04-22 16:00:00,USDCHF,BUY,win,1.3043,0.76,0.99,1
2026-04-22,2026-04-22 14:45:00,2026-04-22 20:00:00,USDJPY,BUY,timeout,0.9908,0.99,1.21,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:00:00,AUDUSD,BUY,loss,-1.0,1.21,0.93,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:15:00,BTCUSD,SELL,loss,-1.0,0.93,0.72,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:45:00,GBPUSD,BUY,win,1.3043,0.72,0.93,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:15:00,NZDUSD,SELL,loss,-1.0,0.93,0.72,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:00:00,USDCAD,SELL,loss,-1.0,0.72,0.55,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:30:00,USDJPY,BUY,loss,-1.0,0.55,0.43,1
2026-04-23,2026-04-23 13:45:00,2026-04-23 14:00:00,XAGUSD,BUY,loss,-1.0,0.43,0.33,1
2026-04-23,2026-04-23 14:00:00,2026-04-23 17:00:00,US30,BUY,loss,-1.0,0.33,0.25,1
2026-04-24,2026-04-24 13:45:00,2026-04-24 14:00:00,AUDUSD,BUY,win,1.3043,0.25,0.33,1
2026-04-24,2026-04-24 13:45:00,2026-04-24 14:15:00,BTCUSD,SELL,win,1.3043,0.33,0.43,1
2026-04-24,2026-04-24 13:45:00,2026-04-24 14:00:00,EURUSD,BUY,win,1.3043,0.43,0.55,1
2026-04-24,2026-04-24 13:45:00,2026-04-24 14:00:00,GBPUSD,BUY,win,1.3043,0.55,0.72,1
2026-04-24,2026-04-24 13:45:00,2026-04-24 14:00:00,NZDUSD,BUY,win,1.3043,0.72,0.94,1
