policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
fixed_current,LTA,AUDUSD,M15,2025-07,2025-07-24 06:00:00,2025-07-24 14:00:00,SELL,0.66153,0.66252,6.0,0.66153,trail_stop,0.4091,95,0.000428,0.0909,9.0,0.5208,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2025-07,2025-07-28 06:00:00,2025-07-28 10:30:00,SELL,0.65591,0.65682,6.0,0.65318,trail_stop,1.9011,90,0.000401,0.0989,9.0,0.3229,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2025-08,2025-08-18 06:00:00,2025-08-18 22:00:00,SELL,0.65149,0.65243,6.0,0.64961,trail_stop,1.4043,94,0.000318,0.0957,9.0,0.3438,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2025-08,2025-08-27 01:30:00,2025-08-27 02:30:00,BUY,0.65004,0.64888,6.0,0.64888,loss,-1.0776,98,0.000286,0.0776,9.0,0.3021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2025-09,2025-09-02 00:00:00,2025-09-02 08:15:00,SELL,0.6549,0.65584,6.0,0.65114,trail_stop,2.4043,91,0.000239,0.0957,9.0,0.2708,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2025-09,2025-09-24 01:30:00,2025-09-24 13:30:00,BUY,0.66108,0.65879,6.0,0.65879,loss,-1.0393,93,0.000429,0.0393,9.0,0.5521,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2025-10,2025-10-07 05:15:00,2025-10-08 05:30:00,SELL,0.66042,0.6622,6.0,0.65614,timeout,1.6517,90,0.000377,0.0506,9.0,0.4583,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2025-10,2025-10-13 00:00:00,2025-10-13 03:45:00,BUY,0.65032,0.64896,6.0,0.65168,trail_stop,0.9338,92,0.000904,0.0662,9.0,0.8646,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2025-11,2025-11-04 03:15:00,2025-11-04 03:30:00,BUY,0.65335,0.65198,6.0,0.65198,loss,-1.0657,96,0.00053,0.0657,9.0,0.9062,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2025-11,2025-11-06 01:45:00,2025-11-06 14:15:00,BUY,0.65098,0.64961,6.0,0.64961,loss,-1.0657,97,0.000396,0.0657,9.0,0.3958,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2025-11,2025-11-13 07:00:00,2025-11-13 11:15:00,BUY,0.65639,0.65546,6.0,0.65639,trail_stop,0.4032,100,0.000362,0.0968,9.0,0.3542,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2025-12,2025-12-09 04:00:00,2025-12-10 02:00:00,BUY,0.66289,0.66072,6.0,0.66289,trail_stop,0.4585,100,0.000567,0.0415,9.0,1.0,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-01,2026-01-26 07:00:00,2026-01-26 08:30:00,SELL,0.69113,0.69215,6.0,0.69215,loss,-1.0882,91,0.000528,0.0882,9.0,0.3021,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-05 03:15:00,2026-02-06 03:30:00,SELL,0.69667,0.70034,6.0,0.69362,timeout,0.891,90,0.000956,0.0245,9.0,0.7812,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-12 00:15:00,2026-02-12 03:45:00,BUY,0.71295,0.71184,6.0,0.71295,trail_stop,0.4189,90,0.000374,0.0811,9.0,0.1562,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-12 05:30:00,2026-02-12 06:30:00,BUY,0.71207,0.71104,6.0,0.71104,loss,-1.0874,97,0.000637,0.0874,9.0,0.6354,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-13 01:00:00,2026-02-13 04:45:00,BUY,0.70906,0.70797,6.0,0.70797,loss,-1.0826,92,0.000456,0.0826,9.0,0.1354,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-13 01:45:00,2026-02-13 08:00:00,SELL,0.70867,0.70978,6.0,0.70645,trail_stop,1.4189,92,0.000588,0.0811,9.0,0.3125,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-16 07:00:00,2026-02-16 08:45:00,SELL,0.70848,0.70955,6.0,0.70955,loss,-1.0841,99,0.000458,0.0841,9.0,0.0833,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-02,2026-02-24 01:45:00,2026-02-24 05:00:00,BUY,0.70576,0.70471,6.0,0.70576,trail_stop,0.4143,91,0.000496,0.0857,9.0,0.375,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-03 01:45:00,2026-03-03 12:00:00,SELL,0.71003,0.71234,6.0,0.7031,trail_stop,1.961,92,0.000718,0.039,9.0,0.0938,,structure,static,Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-03 04:45:00,2026-03-03 06:45:00,SELL,0.71036,0.71153,6.0,0.70919,trail_stop,0.9231,96,0.000959,0.0769,9.0,0.5938,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-05 01:45:00,2026-03-05 09:00:00,SELL,0.70645,0.70896,6.0,0.70394,trail_stop,0.9641,91,0.000606,0.0359,9.0,0.2292,,structure,static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-12 01:45:00,2026-03-12 06:30:00,SELL,0.71502,0.71615,6.0,0.71276,trail_stop,1.4204,92,0.000759,0.0796,9.0,0.3438,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-23 00:15:00,2026-03-23 01:00:00,SELL,0.70066,0.70162,6.0,0.70066,trail_stop,0.4063,99,0.000836,0.0937,9.0,0.5521,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-25 01:00:00,2026-03-25 08:00:00,SELL,0.69905,0.70046,6.0,0.69764,trail_stop,0.9362,91,0.000766,0.0638,9.0,0.1146,,structure,static,Entry Model 1 - Double Wick Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-26 03:15:00,2026-03-26 09:30:00,BUY,0.69461,0.6931,6.0,0.6931,loss,-1.0596,94,0.00054,0.0596,9.0,0.3646,,structure,static,Entry Model 2 - Internal Swing Confirmation
fixed_current,LTA,AUDUSD,M15,2026-03,2026-03-31 01:00:00,2026-03-31 01:15:00,SELL,0.68558,0.68648,6.0,0.68648,loss,-1.1,92,0.000684,0.1,9.0,0.6979,,structure,static,Entry Model 2 - Internal Swing Confirmation
