symbol,phase,config,score,train_return_pct,train_profit_factor,train_win_rate,train_max_dd_pct,train_trades,train_sharpe,train_recovery,train_expectancy_r,train_average_rr,train_longs,train_shorts,validation_return_pct,validation_profit_factor,validation_win_rate,validation_max_dd_pct,validation_trades,validation_sharpe,validation_recovery,validation_expectancy_r,validation_average_rr,validation_longs,validation_shorts
XAUUSD,management,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",23.253537763788273,36.56371539100045,1.5044127484038852,45.370370370370374,10.037625516262871,108,3.4192935561237623,3.642665820891629,0.30004213193387136,1.9222364560877467,108,0,37.90823101658445,1.4601205392197962,45.04504504504504,10.284210672820503,111,3.272017090097613,3.6860613052948965,0.30165558507965434,1.9800000000000002,111,0
XAUUSD,management,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""breakeven"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",14.284657348177959,22.586768458981332,1.336641112330533,38.53211009174312,12.367470584909302,109,2.4152214642568457,1.8263046031855166,0.197035567790582,1.9386169759194025,109,0,26.6943923148961,1.37656519021757,38.392857142857146,11.122451769441232,112,2.5921149959963086,2.40004567951812,0.22182348137014896,1.9800000000000004,112,0
XAUUSD,management,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""atr-trail"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",15.201281634763713,23.818644155573885,1.3514157655343484,46.2962962962963,11.746724428872602,108,2.5266795868906495,2.0276839130599997,0.2079421806799809,1.632653523590274,108,0,24.186149692797045,1.346368454416045,47.32142857142857,10.812326410631501,112,2.4265537367461025,2.2369052481633727,0.20352357773139337,1.5691815984586137,112,0
XAUUSD,management,"{""arm_bars"": 12, ""breakout_buffer_atr"": 0.0, ""compression"": ""atr-ratio"", ""compression_value"": 0.8, ""confirmation"": ""body"", ""direction"": ""long-only"", ""management"": ""dynamic-m15-50-20"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 2.0, ""session"": ""asia"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50-200""}",11.005793287558234,18.043737001842963,1.2691321988663096,47.706422018348626,12.625418766665831,109,2.024222446461369,1.4291594865338493,0.16160517339961897,1.4876923076923068,109,0,20.606038188104915,1.2805706548721845,49.137931034482754,11.32368590259295,116,2.098697033885963,1.819728873209601,0.17135173137031148,1.4747368421052673,116,0
XAGUSD,management,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""volume"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 6.0, ""session"": ""london"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50""}",7.567796710501348,11.116011554074534,1.480290347270044,25.0,13.009577261559336,32,2.2663701623124313,0.8544483291490259,0.3622929476164751,4.4449489081722895,18,14,6.471456009992438,1.4501871333860479,27.77777777777778,5.464147554855137,18,2.4515558271950564,1.1843486920923765,0.3775522742969241,4.114514194930422,15,3
XAGUSD,management,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""volume"", ""direction"": ""both"", ""management"": ""breakeven"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 6.0, ""session"": ""london"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50""}",8.669704617197638,16.11149258187041,1.8251699968754715,25.0,10.00791334055069,32,3.2198912531420745,1.6098753090305904,0.4990392136654026,4.4449489081722895,18,14,5.9937316317666856,1.4940871747817017,22.22222222222222,5.482324865809773,18,2.362326585732269,1.093282827718998,0.35031991992555145,4.52559714899185,15,3
XAGUSD,management,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""volume"", ""direction"": ""both"", ""management"": ""atr-trail"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 6.0, ""session"": ""london"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50""}",4.893605866398666,11.663964094741996,1.5992999530553196,37.5,12.442995273633507,32,2.5820531732616026,0.9373919894880725,0.37194607732921,2.6511504566038906,18,14,3.9048594133015646,1.3184838275306283,27.77777777777778,4.89266022171776,18,1.704366046868877,0.7981055778139874,0.23596978030731539,3.283882344281287,15,3
XAGUSD,management,"{""arm_bars"": 6, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.65, ""confirmation"": ""volume"", ""direction"": ""both"", ""management"": ""dynamic-m15-50-20"", ""maximum_hold_bars"": 24, ""range_bars"": 12, ""rr"": 6.0, ""session"": ""london"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""M30"", ""trend"": ""ema50""}",6.010800928187528,11.116011554074534,1.480290347270044,25.0,13.009577261559336,32,2.2663701623124313,0.8544483291490259,0.3622929476164751,4.4449489081722895,18,14,5.130894363782579,1.3593235878694034,27.77777777777778,5.464147554855159,18,2.0220637358958378,0.9390109458562355,0.30587547548110666,3.856477719193479,15,3
BTCUSD,management,"{""arm_bars"": 3, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.5, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""none"", ""maximum_hold_bars"": 12, ""range_bars"": 6, ""rr"": 2.0, ""session"": ""london-new-york"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""H1"", ""trend"": ""ema50-200""}",14.229536445520985,8.162840602270638,1.918012200607176,57.14285714285714,4.969047184984666,21,4.368315431322071,1.6427375910087738,0.3832305941134312,1.402844670920655,11,10,12.300643188994087,2.538607226637958,52.63157894736842,3.8267354545299725,19,6.684479312599584,3.2143960132997855,0.6227931435681989,1.98,12,7
BTCUSD,management,"{""arm_bars"": 3, ""breakout_buffer_atr"": 0.1, ""compression"": ""atr-ratio"", ""compression_value"": 0.5, ""confirmation"": ""close"", ""direction"": ""both"", ""management"": ""breakeven"", ""maximum_hold_bars"": 12, ""range_bars"": 6, ""rr"": 2.0, ""session"": ""london-new-york"", ""stop_mode"": ""atr"", ""stop_value"": 1.25, ""timeframe"": ""H1"", ""trend"": ""ema50-200""}",14.229536445520985,8.162840602270638,1.918012200607176,57.14285714285714,4.969047184984666,21,4.368315431322071,1.6427375910087738,0.3832305941134312,1.402844670920655,11,10,10.098237948966716,2.2619657712642014,47.368421052631575,3.4113794304270306,19,5.61390196068953,2.9601626423896903,0.5175299856734621,1.98,12,7
