kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,lots,planned_cash_risk,cutoff_epoch
profile,1632144900,20210920,0,1761.22,1741.858,1758.951,1760.312,1750.631,0.0,0.0,0.0,0.0,1632168000
trend_filtered,1632147600,20210920,1,1761.22,1741.858,1758.951,1760.312,1750.631,0.0,0.0,0.0,0.0,1632168000
profile,1632231300,20210921,0,1775.037,1757.906,1762.323,1767.542,1759.244,0.0,0.0,0.0,0.0,1632254400
trend_filtered,1632231300,20210921,1,1775.037,1757.906,1762.323,1767.542,1759.244,0.0,0.0,0.0,0.0,1632254400
profile,1632317700,20210922,0,1780.292,1771.481,1774.166,1777.676,1772.858,0.0,0.0,0.0,0.0,1632340800
trend_filtered,1632324300,20210922,1,1780.292,1771.481,1774.166,1777.676,1772.858,0.0,0.0,0.0,0.0,1632340800
profile,1632404100,20210923,0,1776.566,1753.992,1763.692,1771.628,1761.046,0.0,0.0,0.0,0.0,1632427200
adx_filtered,1632404100,20210923,-1,1776.566,1753.992,1763.692,1771.628,1761.046,0.0,0.0,0.0,0.0,1632427200
profile,1632490500,20210924,0,1757.598,1741.275,1754.92,1756.323,1748.671,0.0,0.0,0.0,0.0,1632513600
adx_filtered,1632490500,20210924,-1,1757.598,1741.275,1754.92,1756.323,1748.671,0.0,0.0,0.0,0.0,1632513600
profile,1632749700,20210927,0,1760.832,1744.846,1749.467,1757.585,1747.094,0.0,0.0,0.0,0.0,1632772800
profile,1632836100,20210928,0,1754.448,1728.106,1743.129,1747.863,1730.987,0.0,0.0,0.0,0.0,1632859200
profile,1632922500,20210929,0,1745.51,1733.327,1738.562,1741.893,1736.563,0.0,0.0,0.0,0.0,1632945600
adx_filtered,1632924300,20210929,-1,1745.51,1733.327,1738.562,1741.893,1736.563,0.0,0.0,0.0,0.0,1632945600
profile,1633008900,20210930,0,1741.531,1722.249,1732.643,1733.999,1727.371,0.0,0.0,0.0,0.0,1633032000
trend_filtered,1633008900,20210930,1,1741.531,1722.249,1732.643,1733.999,1727.371,0.0,0.0,0.0,0.0,1633032000
profile,1633095300,20211001,0,1759.792,1749.722,1754.678,1756.016,1752.239,0.0,0.0,0.0,0.0,1633118400
