symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,pnl,range_high,range_low,range_atr
AUDUSD,30,1.3043478260869565,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 01:15:00,BUY,0.67324,0.67294,0.673631,0.673631,win,1.3043,39.13,0.67324,0.67294,1.2537
AUDUSD,30,1.3043478260869565,2026-01,2026-01-21,2026-01-22 00:30:00,2026-01-22 00:30:00,BUY,0.6761,0.67535,0.677078,0.677078,win,1.3043,97.83,0.6761,0.67535,3.1915
AUDUSD,30,1.3043478260869565,2026-01,2026-01-22,2026-01-23 00:30:00,2026-01-23 01:15:00,BUY,0.68421,0.68386,0.684667,0.684667,win,1.3043,45.65,0.68421,0.68386,1.9838
AUDUSD,30,1.3043478260869565,2026-01,2026-01-25,2026-01-26 00:30:00,2026-01-26 02:30:00,BUY,0.69155,0.69059,0.692802,0.692802,win,1.3043,125.22,0.69155,0.69059,1.1247
AUDUSD,30,1.3043478260869565,2026-01,2026-01-26,2026-01-27 00:30:00,2026-01-27 00:45:00,SELL,0.69124,0.69161,0.690757,0.690757,win,1.3043,48.26,0.69161,0.69124,1.4758
AUDUSD,30,1.3043478260869565,2026-01,2026-01-27,2026-01-28 00:30:00,2026-01-28 00:30:00,BUY,0.69987,0.69896,0.701057,0.701057,win,1.3043,118.7,0.69987,0.69896,1.1304
AUDUSD,30,1.3043478260869565,2026-01,2026-01-28,2026-01-29 00:30:00,2026-01-29 01:00:00,BUY,0.70472,0.70309,0.706846,0.70309,loss,-1.0,-163.0,0.70472,0.70309,2.4046
AUDUSD,30,1.3043478260869565,2026-01,2026-01-29,2026-01-30 00:30:00,2026-01-30 01:45:00,SELL,0.70332,0.70525,0.700803,0.700803,win,1.3043,251.74,0.70525,0.70332,3.9677
AUDUSD,30,1.3043478260869565,2026-02,2026-02-01,2026-02-02 00:30:00,2026-02-02 01:00:00,BUY,0.69698,0.69434,0.700423,0.69434,loss,-1.0,-264.0,0.69698,0.69434,2.5846
AUDUSD,30,1.3043478260869565,2026-02,2026-02-02,2026-02-03 00:30:00,2026-02-03 03:30:00,BUY,0.69673,0.69559,0.698217,0.698217,win,1.3043,148.7,0.69673,0.69559,3.2177
AUDUSD,30,1.3043478260869565,2026-02,2026-02-03,2026-02-04 00:45:00,2026-02-04 01:15:00,BUY,0.70243,0.70156,0.703565,0.703565,win,1.3043,113.48,0.70243,0.70156,1.8511
AUDUSD,30,1.3043478260869565,2026-02,2026-02-04,2026-02-05 00:30:00,2026-02-05 02:00:00,BUY,0.70032,0.69929,0.701663,0.69929,loss,-1.0,-103.0,0.70032,0.69929,2.9671
AUDUSD,30,1.3043478260869565,2026-02,2026-02-05,2026-02-06 00:30:00,2026-02-06 02:00:00,BUY,0.69161,0.68968,0.694127,0.694127,win,1.3043,251.74,0.69161,0.68968,3.491
AUDUSD,30,1.3043478260869565,2026-02,2026-02-08,2026-02-09 00:30:00,2026-02-09 01:30:00,SELL,0.7027,0.70354,0.701604,0.701604,win,1.3043,109.57,0.70354,0.7027,1.6471
AUDUSD,30,1.3043478260869565,2026-02,2026-02-09,2026-02-10 00:30:00,2026-02-10 01:30:00,SELL,0.70804,0.70853,0.707401,0.70853,loss,-1.0,-49.0,0.70853,0.70804,1.6814
AUDUSD,30,1.3043478260869565,2026-02,2026-02-10,2026-02-11 00:30:00,2026-02-11 00:45:00,BUY,0.70771,0.70726,0.708297,0.708297,win,1.3043,58.7,0.70771,0.70726,1.6195
AUDUSD,30,1.3043478260869565,2026-02,2026-02-11,2026-02-12 00:30:00,2026-02-12 01:30:00,BUY,0.71301,0.7119,0.714458,0.714458,win,1.3043,144.78,0.71301,0.7119,3.3064
AUDUSD,30,1.3043478260869565,2026-02,2026-02-12,2026-02-13 00:30:00,2026-02-13 01:00:00,SELL,0.70858,0.70929,0.707654,0.70929,loss,-1.0,-71.0,0.70929,0.70858,1.8969
AUDUSD,30,1.3043478260869565,2026-02,2026-02-15,2026-02-16 00:30:00,2026-02-16 01:00:00,BUY,0.70729,0.70677,0.707968,0.707968,win,1.3043,67.83,0.70729,0.70677,0.9394
AUDUSD,30,1.3043478260869565,2026-02,2026-02-16,2026-02-17 00:30:00,2026-02-17 01:45:00,SELL,0.70675,0.70756,0.705693,0.705693,win,1.3043,105.65,0.70756,0.70675,5.2991
AUDUSD,30,1.3043478260869565,2026-02,2026-02-17,2026-02-18 00:30:00,2026-02-18 02:15:00,SELL,0.70785,0.70844,0.70708,0.70708,win,1.3043,76.96,0.70844,0.70785,2.4294
AUDUSD,30,1.3043478260869565,2026-02,2026-02-18,2026-02-19 00:30:00,2026-02-19 00:30:00,BUY,0.70437,0.70387,0.705022,0.705022,win,1.3043,65.22,0.70437,0.70387,2.1672
AUDUSD,30,1.3043478260869565,2026-02,2026-02-19,2026-02-20 01:15:00,2026-02-20 01:30:00,SELL,0.70509,0.70577,0.704203,0.704203,win,1.3043,88.7,0.70577,0.70509,2.0832
AUDUSD,30,1.3043478260869565,2026-02,2026-02-22,2026-02-23 00:30:00,2026-02-23 02:45:00,SELL,0.70937,0.71113,0.707074,0.707074,win,1.3043,229.57,0.71113,0.70937,2.7592
AUDUSD,30,1.3043478260869565,2026-02,2026-02-23,2026-02-24 00:30:00,2026-02-24 02:30:00,SELL,0.70575,0.70651,0.704759,0.70651,loss,-1.0,-76.0,0.70651,0.70575,2.8525
AUDUSD,30,1.3043478260869565,2026-02,2026-02-24,2026-02-25 00:30:00,2026-02-25 00:30:00,BUY,0.70621,0.70567,0.706914,0.706914,win,1.3043,70.43,0.70621,0.70567,2.4309
AUDUSD,30,1.3043478260869565,2026-02,2026-02-25,2026-02-26 00:30:00,2026-02-26 01:15:00,BUY,0.71247,0.71178,0.71337,0.71337,win,1.3043,90.0,0.71247,0.71178,2.4456
