symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
BTCUSD,M15,2025-12,2025-12-27 07:45:00,2025-12-27 10:30:00,BUY,87470.12,87390.44232,87709.15304,87390.44232,SL,-1.0002,0.0002,1800.0,93,87407.38,87458.31,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.0,285.0
US30,M30,2025-12,2025-12-29 14:30:00,2025-12-31 16:30:00,SELL,48599.7,48757.75,48125.55,48284.3,TIME,1.9835,0.012,19.0,100,48742.7,48745.4,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,28.26,313.26
BTCUSD,M15,2025-12,2025-12-30 07:15:00,2025-12-30 08:00:00,BUY,87298.22,87214.8975,87548.1875,87548.1875,TP,2.9998,0.0002,1800.0,98,87248.94,87252.54,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,46.99,360.25
BTCUSD,M15,2025-12,2025-12-31 07:15:00,2025-12-31 07:30:00,SELL,88427.72,88498.59107,88215.10679,88498.59107,SL,-1.0003,0.0003,1800.0,97,88456.41,88471.69,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-18.02,342.23
BTCUSD,M15,2026-01,2026-01-01 09:15:00,2026-01-01 09:30:00,SELL,87681.55,87739.20107,87508.59679,87739.20107,SL,-1.0003,0.0003,1800.0,100,87711.39,87718.04,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-17.12,325.11
US30,M30,2026-01,2026-01-02 08:30:00,2026-01-02 09:00:00,SELL,48225.3,48246.5875,48161.4375,48246.5875,SL,-1.0893,0.0893,19.0,98,48235.5,48241.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-17.71,307.41
BTCUSD,M15,2026-01,2026-01-03 10:00:00,2026-01-03 11:00:00,BUY,89705.8,89636.23339,89914.49982,89636.23339,SL,-1.0003,0.0003,1800.0,98,89687.2,89712.61,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.37,292.03
BTCUSD,M15,2026-01,2026-01-04 20:15:00,2026-01-04 21:00:00,SELL,91284.45,91353.35482,91077.73554,91353.35482,SL,-1.0003,0.0003,1800.0,99,91305.88,91313.7,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.61,277.43
US30,M15,2026-01,2026-01-06 13:00:00,2026-01-06 13:45:00,BUY,48984.1,48956.73571,49066.19286,48956.73571,SL,-1.0694,0.0694,19.0,98,48963.4,48970.7,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.83,262.59
US30,M30,2026-01,2026-01-07 16:00:00,2026-01-07 16:30:00,SELL,49340.3,49403.12679,49151.81964,49403.12679,SL,-1.0302,0.0302,19.0,93,49338.5,49387.2,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.53,249.07
BTCUSD,M15,2026-01,2026-01-08 08:45:00,2026-01-08 09:30:00,BUY,90114.06,89906.75857,90735.96429,89906.75857,SL,-1.0001,0.0001,1800.0,96,89980.24,90069.79,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.45,236.61
BTCUSD,M15,2026-01,2026-01-09 03:45:00,2026-01-09 07:45:00,SELL,91119.11,91265.50214,90679.93357,90679.93357,TP,2.9999,0.0001,1800.0,98,91163.96,91195.17,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,35.49,272.1
BTCUSD,M30,2026-01,2026-01-10 14:00:00,2026-01-10 18:00:00,BUY,90495.72,90411.67268,90747.86196,90411.67268,SL,-1.0002,0.0002,1800.0,98,90435.89,90441.29,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.61,258.49
BTCUSD,M15,2026-01,2026-01-11 15:00:00,2026-01-11 15:15:00,BUY,90795.48,90739.34857,90963.87429,90739.34857,SL,-1.0003,0.0003,1800.0,97,90767.55,90784.97,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-12.93,245.56
