time,event,note,basket,legs,first_entry,gap,volume,price,trigger,bid,ask,balance,equity,basket_start_balance,day_start_balance,basket_pnl,daily_pnl,common_sl,total_lots,positions,day,day_locked
2021.09.05 22:05:00,day_start,,0,0,0.0,0.0,0.0,0.0,0.0,1828.145,1828.332,3000.0,3000.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0,20210905,false
2021.09.05 22:05:00,buy_request,prescribed size; projected basket stop,1,0,0.0,10.0,0.01,1828.332,1828.332,1828.145,1828.332,3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0,20210905,false
2021.09.05 22:05:00,buy_filled,,1,1,1828.332,10.0,0.01,1828.332,1828.332,1828.145,1828.332,2999.94,2999.76,3000.0,3000.0,-0.23999999999978172,-0.23999999999978172,1768.387,0.01,1,20210905,false
2021.09.06 00:00:00,day_start,,1,1,1828.332,10.0,0.0,0.0,0.0,1827.601,1827.788,2999.94,2999.21,3000.0,2999.94,-0.7899999999999636,-0.7300000000000182,1768.392,0.01,1,20210906,false
2021.09.07 00:00:00,day_start,,1,1,1828.332,10.0,0.0,0.0,0.0,1823.531,1823.718,2999.94,2994.61,3000.0,2999.94,-5.389999999999873,-5.329999999999927,1768.392,0.01,1,20210907,false
2021.09.07 05:49:21,buy_request,prescribed size; projected basket stop,1,1,1828.332,10.0,0.01,1818.298,1818.332,1818.111,1818.298,2999.94,2989.19,3000.0,2999.94,-10.809999999999945,-10.75,1768.922,0.01,1,20210907,false
2021.09.07 05:49:21,buy_filled,,1,2,1828.332,10.0,0.01,1818.298,1818.332,1818.111,1818.298,2999.88,2988.94,3000.0,2999.94,-11.059999999999945,-11.0,1793.638,0.02,2,20210907,false
2021.09.07 14:02:13,buy_request,prescribed size; projected basket stop,1,2,1828.332,10.0,0.01,1808.323,1808.332,1808.136,1808.323,2999.88,2969.0,3000.0,2999.94,-31.0,-30.940000000000055,1793.64,0.02,2,20210907,false
2021.09.07 14:02:13,buy_filled,,1,3,1828.332,10.0,0.01,1808.323,1808.332,1808.136,1808.323,2999.82,2968.76,3000.0,2999.94,-31.23999999999978,-31.179999999999836,1798.553,0.03,3,20210907,false
2021.09.07 14:15:30,native_exit,one or more protective SL/TP positions exited,1,3,1828.332,10.0,0.0,0.0,0.0,1798.542,1798.729,2939.96,2939.96,3000.0,2999.94,-60.039999999999964,-59.98000000000002,1798.555,0.0,0,20210907,false
2021.09.07 14:15:30,basket_closed,native_sl_tp,1,3,1828.332,10.0,0.0,0.0,0.0,1798.542,1798.729,2939.96,2939.96,3000.0,2999.94,-60.039999999999964,-59.98000000000002,1798.555,0.0,0,20210907,false
2021.09.07 14:15:30,buy_request,prescribed size; projected basket stop,2,0,0.0,10.0,0.01,1798.679,1798.679,1798.492,1798.679,2939.96,2939.96,2939.96,2999.94,0.0,-59.98000000000002,0.0,0.0,0,20210907,false
2021.09.07 14:15:30,buy_filled,,2,1,1798.679,10.0,0.01,1798.679,1798.679,1798.492,1798.679,2939.9,2939.71,2939.96,2999.94,-0.25,-60.23000000000002,1768.714,0.01,1,20210907,false
2021.09.08 00:00:00,day_start,,2,1,1798.679,10.0,0.0,0.0,0.0,1795.645,1795.832,2939.9,2936.34,2939.96,2939.9,-3.619999999999891,-3.5599999999999454,1768.719,0.01,1,20210908,false
2021.09.08 13:46:39,buy_request,prescribed size; projected basket stop,2,1,1798.679,10.0,0.01,1788.674,1788.679,1788.487,1788.674,2939.9,2929.18,2939.96,2939.9,-10.7800000000002,-10.720000000000255,1768.719,0.01,1,20210908,false
2021.09.08 13:46:39,buy_filled,,2,2,1798.679,10.0,0.01,1788.674,1788.679,1788.487,1788.674,2939.84,2928.94,2939.96,2939.9,-11.019999999999982,-10.960000000000036,1768.719,0.02,2,20210908,false
2021.09.09 00:00:00,day_start,,2,2,1798.679,10.0,0.0,0.0,0.0,1790.731,1790.856,2939.84,2930.22,2939.96,2939.84,-9.740000000000236,-9.620000000000346,1768.719,0.02,2,20210909,false
2021.09.10 00:00:00,day_start,,2,2,1798.679,10.0,0.0,0.0,0.0,1794.727,1794.914,2939.84,2937.16,2939.96,2939.84,-2.800000000000182,-2.680000000000291,1768.719,0.02,2,20210910,false
2021.09.12 22:05:00,day_start,,2,2,1798.679,10.0,0.0,0.0,0.0,1787.344,1787.531,2939.84,2921.32,2939.96,2939.84,-18.639999999999873,-18.519999999999982,1768.719,0.02,2,20210912,false
2021.09.13 00:00:00,day_start,,2,2,1798.679,10.0,0.0,0.0,0.0,1787.301,1787.488,2939.84,2921.24,2939.96,2939.84,-18.720000000000255,-18.600000000000364,1768.719,0.02,2,20210913,false
2021.09.14 00:00:00,day_start,,2,2,1798.679,10.0,0.0,0.0,0.0,1793.013,1793.2,2939.84,2931.6,2939.96,2939.84,-8.360000000000127,-8.240000000000236,1768.719,0.02,2,20210914,false
2021.09.14 14:45:41,native_exit,one or more protective SL/TP positions exited,2,2,1798.679,10.0,0.0,0.0,0.0,1807.211,1807.398,2960.0,2960.0,2939.96,2939.84,20.039999999999964,20.159999999999854,1768.719,0.0,0,20210914,false
2021.09.14 14:45:41,basket_closed,native_sl_tp,2,2,1798.679,10.0,0.0,0.0,0.0,1807.211,1807.398,2960.0,2960.0,2939.96,2939.84,20.039999999999964,20.159999999999854,1768.719,0.0,0,20210914,false
2021.09.14 14:45:41,buy_request,prescribed size; projected basket stop,3,0,0.0,10.0,0.01,1807.443,1807.443,1807.256,1807.443,2960.0,2960.0,2960.0,2939.84,0.0,20.159999999999854,0.0,0.0,0,20210914,false
2021.09.14 14:45:41,buy_filled,,3,1,1807.443,10.0,0.01,1807.443,1807.443,1807.256,1807.443,2959.94,2959.76,2960.0,2939.84,-0.23999999999978172,19.920000000000073,1747.498,0.01,1,20210914,false
2021.09.15 00:00:00,day_start,,3,1,1807.443,10.0,0.0,0.0,0.0,1803.758,1803.945,2959.94,2955.73,2960.0,2959.94,-4.269999999999982,-4.210000000000036,1747.503,0.01,1,20210915,false
2021.09.15 12:52:25,buy_request,prescribed size; projected basket stop,3,1,1807.443,10.0,0.01,1797.432,1797.443,1797.245,1797.432,2959.94,2949.22,2960.0,2959.94,-10.7800000000002,-10.720000000000255,1748.033,0.01,1,20210915,false
2021.09.15 12:52:25,buy_filled,,3,2,1807.443,10.0,0.01,1797.432,1797.443,1797.245,1797.432,2959.88,2948.98,2960.0,2959.94,-11.019999999999982,-10.960000000000036,1772.76,0.02,2,20210915,false
2021.09.16 00:00:00,day_start,,3,2,1807.443,10.0,0.0,0.0,0.0,1795.013,1795.2,2959.88,2941.3,2960.0,2959.88,-18.699999999999818,-18.579999999999927,1772.763,0.02,2,20210916,false
2021.09.16 05:45:26,buy_request,prescribed size; projected basket stop,3,2,1807.443,10.0,0.01,1787.409,1787.443,1787.284,1787.409,2959.88,2925.84,2960.0,2959.88,-34.159999999999854,-34.039999999999964,1774.363,0.02,2,20210916,false
2021.09.16 05:45:26,buy_filled,,3,3,1807.443,10.0,0.01,1787.409,1787.443,1787.284,1787.409,2959.82,2925.65,2960.0,2959.88,-34.34999999999991,-34.23000000000002,1778.73,0.03,3,20210916,false
2021.09.16 09:53:28,native_exit,one or more protective SL/TP positions exited,3,3,1807.443,10.0,0.0,0.0,0.0,1778.718,1778.843,2899.97,2899.97,2960.0,2959.88,-60.0300000000002,-59.91000000000031,1778.732,0.0,0,20210916,false
2021.09.16 09:53:28,basket_closed,native_sl_tp,3,3,1807.443,10.0,0.0,0.0,0.0,1778.718,1778.843,2899.97,2899.97,2960.0,2959.88,-60.0300000000002,-59.91000000000031,1778.732,0.0,0,20210916,false
2021.09.16 09:53:28,buy_request,prescribed size; projected basket stop,4,0,0.0,10.0,0.01,1778.809,1778.809,1778.684,1778.809,2899.97,2899.97,2899.97,2959.88,0.0,-59.91000000000031,0.0,0.0,0,20210916,false
2021.09.16 09:53:28,buy_filled,,4,1,1778.809,10.0,0.01,1778.809,1778.809,1778.684,1778.809,2899.91,2899.78,2899.97,2959.88,-0.18999999999959982,-60.09999999999991,1748.774,0.01,1,20210916,false
2021.09.16 12:08:40,buy_request,prescribed size; projected basket stop,4,1,1778.809,10.0,0.01,1768.786,1768.809,1768.661,1768.786,2899.91,2889.76,2899.97,2959.88,-10.209999999999582,-70.11999999999989,1748.779,0.01,1,20210916,false
2021.09.16 12:08:40,buy_filled,,4,2,1778.809,10.0,0.01,1768.786,1768.809,1768.661,1768.786,2899.85,2889.57,2899.97,2959.88,-10.399999999999636,-70.30999999999995,1758.81,0.02,2,20210916,false
2021.09.16 13:06:39,native_exit,one or more protective SL/TP positions exited,4,2,1778.809,10.0,0.0,0.0,0.0,1758.809,1758.934,2869.87,2869.87,2899.97,2959.88,-30.09999999999991,-90.01000000000022,1758.813,0.0,0,20210916,false
2021.09.16 13:06:39,basket_closed,native_sl_tp,4,2,1778.809,10.0,0.0,0.0,0.0,1758.809,1758.934,2869.87,2869.87,2899.97,2959.88,-30.09999999999991,-90.01000000000022,1758.813,0.0,0,20210916,false
2021.09.16 13:06:39,daily_loss_lock,closed plus floating daily threshold,4,2,1778.809,10.0,0.0,0.0,0.0,1758.809,1758.934,2869.87,2869.87,2899.97,2959.88,-30.09999999999991,-90.01000000000022,1758.813,0.0,0,20210916,true
2021.09.17 00:00:00,day_start,,4,0,0.0,0.0,0.0,0.0,0.0,1753.889,1754.014,2869.87,2869.87,2899.97,2869.87,-30.09999999999991,0.0,0.0,0.0,0,20210917,false
2021.09.17 00:00:00,buy_request,prescribed size; projected basket stop,5,0,0.0,10.0,0.01,1754.014,1754.014,1753.889,1754.014,2869.87,2869.87,2869.87,2869.87,0.0,0.0,0.0,0.0,0,20210917,false
2021.09.17 00:00:00,buy_filled,,5,1,1754.014,10.0,0.01,1754.014,1754.014,1753.889,1754.014,2869.81,2869.69,2869.87,2869.87,-0.1799999999998363,-0.1799999999998363,1694.069,0.01,1,20210917,false
2021.09.19 22:05:00,day_start,,5,1,1754.014,10.0,0.0,0.0,0.0,1754.735,1754.86,2869.81,2870.01,2869.87,2869.81,0.14000000000032742,0.20000000000027285,1694.074,0.01,1,20210919,false
