signal_time,entry_time,exit_time,side,entry,exit,stop_distance,quantity,notional,fees,funding_pnl,pnl,return_on_equity_pct,balance,reason
2026-02-12T16:30:00+00:00,2026-02-12T16:45:00+00:00,2026-02-12T16:45:00+00:00,long,66244.6238,65655.70043047714,582.3571428571419,0.17171593278547803,11375.257367840079,11.324693604971687,0.0,-112.45221934175657,-1.1245221934175658,9887.547780658244,stop
2026-02-13T15:30:00+00:00,2026-02-13T15:45:00+00:00,2026-02-13T16:00:00+00:00,short,68679.93132,69027.00201000001,442.29999999999876,0.2235484463182969,15353.291939833338,15.392085496589399,0.0,-92.97919900871038,-0.9403666214447407,9794.568581649533,data_gap
2026-02-14T08:45:00+00:00,2026-02-14T09:00:00+00:00,2026-02-14T09:15:00+00:00,short,69700.32927,69561.75548,172.1857142857147,0.42157197896618487,29383.705744948602,29.354496331507033,0.0,29.064330551635344,0.29673926226917624,9823.632912201168,data_gap
2026-02-14T11:15:00+00:00,2026-02-14T11:30:00+00:00,2026-02-14T11:45:00+00:00,short,70152.78402,70398.70890125915,238.88571428571595,0.4112273076510447,28848.740496769835,28.899306010172136,0.0,-130.03033281477093,-1.3236481246491854,9693.602579386397,stop
2026-02-15T07:30:00+00:00,2026-02-15T07:45:00+00:00,2026-02-15T08:00:00+00:00,short,70693.62993,70942.78778513585,242.0642857142853,0.400455711621499,28309.66788072505,28.359556223817307,0.0,-128.1362424083322,-1.3218639959597271,9565.466336978065,stop
2026-02-16T13:00:00+00:00,2026-02-16T13:15:00+00:00,2026-02-16T13:15:00+00:00,short,69624.23688,69166.55998725943,309.72857142857123,0.3088338377327914,21502.320274867347,21.431647219254003,0.0,119.91446400743368,1.2536185877720336,9685.380800985498,target
2026-02-18T13:45:00+00:00,2026-02-18T14:00:00+00:00,2026-02-18T14:45:00+00:00,long,67209.02023000001,66938.39714940559,263.92857142857144,0.36696977324437613,24663.67891377979,24.61402366851958,0.0,-123.92451418894896,-1.279500690115762,9561.456286796549,stop
2026-02-18T19:30:00+00:00,2026-02-18T19:45:00+00:00,2026-02-18T22:30:00+00:00,long,66125.31186999999,66352.26410999999,325.52142857142564,0.29372740002886116,19422.81593167269,19.456146977365652,0.0,47.20594440856007,0.4937108217892178,9608.66223120511,time
2026-02-19T07:30:00+00:00,2026-02-19T07:45:00+00:00,2026-02-19T08:15:00+00:00,short,67152.08412,66910.38520376915,165.5928571428563,0.4292642152714668,28825.986693615327,28.77411034581143,0.0,74.97858526198644,0.7803228322303374,9683.640816467096,target
2026-02-19T12:00:00+00:00,2026-02-19T12:15:00+00:00,2026-02-19T13:00:00+00:00,long,66545.45388,66358.42451675487,180.392857142853,0.43655758215712526,29050.92244940129,29.010097906095947,0.0,-110.65918451677912,-1.1427435880170447,9572.981631950317,stop
2026-02-20T10:00:00+00:00,2026-02-20T10:15:00+00:00,2026-02-20T10:45:00+00:00,short,68130.48627000001,67908.16212148416,152.74285714285568,0.42152854717693106,28718.944895850953,28.672086908187836,0.0,65.04388841804689,0.6794527652801461,9638.025520368365,target
2026-02-20T13:15:00+00:00,2026-02-20T13:30:00+00:00,2026-02-20T13:30:00+00:00,long,67175.51688,66902.03315045487,266.7928571428565,0.361255005984197,24267.491752475926,24.218093069299222,0.0,-123.01545942270528,-1.2763554024912318,9515.010060945659,stop
2026-02-20T23:00:00+00:00,2026-02-20T23:15:00+00:00,2026-02-21T02:00:00+00:00,short,67985.2008,67959.69528999999,193.25714285714224,0.41987123442955215,28545.030182836977,28.539675667852748,0.0,-17.830645699390224,-0.1873949221827529,9497.179415246268,time
2026-02-21T09:30:00+00:00,2026-02-21T09:45:00+00:00,2026-02-21T12:00:00+00:00,short,68154.1839,67956.51632043484,136.3083678,0.41804532921329285,28491.538245738804,28.450221241551745,0.0,54.18378713256372,0.5705250449999917,9551.363202378832,target
2026-02-24T01:15:00+00:00,2026-02-24T01:30:00+00:00,2026-02-24T01:30:00+00:00,long,64415.64092,64091.28829305086,317.94285714285746,0.30041131567510676,19351.187438832443,19.30246783913021,0.0,-116.74166724359884,-1.2222513663235373,9434.621535135233,stop
2026-02-24T19:00:00+00:00,2026-02-24T19:15:00+00:00,2026-02-24T21:15:00+00:00,short,64277.87157,63921.89155,352.264285714286,0.2678279325423143,17215.409450813502,17.167738754422018,0.0,78.1736540285504,0.8285828290772015,9512.795189163784,data_gap
2026-02-25T13:00:00+00:00,2026-02-25T13:15:00+00:00,2026-02-25T13:30:00+00:00,short,66008.49849000001,66232.18533199186,217.06428571428583,0.43234411053623323,28538.38556749135,28.58674041186116,0.0,-125.29642915148497,-1.3171357803877946,9387.498760012299,stop
2026-02-25T13:45:00+00:00,2026-02-25T14:00:00+00:00,2026-02-25T14:00:00+00:00,short,66202.87905,66459.52433790501,250.0,0.37549995040049194,24859.177799644767,24.907362946084195,0.0,-121.27765582493349,-1.2919059583958294,9266.221104187365,stop
2026-02-25T15:00:00+00:00,2026-02-25T15:15:00+00:00,2026-02-25T15:30:00+00:00,short,66802.71905999999,67166.98508690599,357.5499999999998,0.25915874994231214,17312.509164337065,17.35971052842677,0.0,-111.7624387078383,-1.2061274758200335,9154.458665479528,stop
2026-02-25T21:30:00+00:00,2026-02-25T21:45:00+00:00,2026-02-25T22:30:00+00:00,short,69176.98160999999,68518.25060708956,443.72142857142796,0.20631094366915145,14271.968356142634,14.204016648725347,0.0,121.6993981858513,1.329400269671505,9276.158063665378,target
