number,ea,symbol,side,volume,open_time,close_time,open_price,close_price,net_profit,result,source,entry_comment,exit_comment,cache_slug,cache_mode,cache_period,price_move,price_move_unit,pip_size,estimated_r,estimated_risk_cash,configured_risk_pct,r_is_estimate,open_dt,close_dt,clock10,clock20,clock40,rolling20,family,strategy
1,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.29,2023-10-19T15:30:00,2023-10-19T15:36:03,1955.869,1959.262,96.8,Win,Precomputed native MT5 deals,ORB RV 1.05 BV 1.41,tp 1959.261,xau-orb-london-ny-overlap-m30,standard,3y,33.93,pips,0.1,0.97,100.0,1.0,True,2023-10-19 15:30:00+00:00,2023-10-19 15:36:03+00:00,0.9955357142857143,0.9509594882729211,1.1584415584415584,0.7656652360515022,ORB,xau-orb-london-ny-overlap-m30
2,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.42,2023-10-30T15:30:00,2023-10-30T15:46:38,2000.209,1997.821,-102.61,Loss,Precomputed native MT5 deals,ORB RV 0.79 BV 1.48,sl 1997.835,xau-orb-london-ny-overlap-m30,standard,3y,-23.88,pips,0.1,-1.02,100.97,1.0,True,2023-10-30 15:30:00+00:00,2023-10-30 15:46:38+00:00,1.0767613038906414,1.0427698574338085,1.2427184466019416,0.7404193781634129,ORB,xau-orb-london-ny-overlap-m30
3,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.23,2023-12-05T14:30:00,2023-12-05T14:45:44,2023.483,2019.101,99.52,Win,Precomputed native MT5 deals,ORB RV 1.63 BV 1.37,tp 2019.143,xau-orb-london-ny-overlap-m30,standard,3y,43.82,pips,0.1,1.0,99.94,1.0,True,2023-12-05 14:30:00+00:00,2023-12-05 14:45:44+00:00,1.1927710843373494,1.299781181619256,1.0770625566636447,0.9769736842105263,ORB,xau-orb-london-ny-overlap-m30
4,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.42,2023-12-06T15:00:00,2023-12-06T15:01:37,2025.222,2022.825,98.36,Win,Precomputed native MT5 deals,ORB RV 1.19 BV 2.45,tp 2022.863,xau-orb-london-ny-overlap-m30,standard,3y,23.97,pips,0.1,0.97,100.94,1.0,True,2023-12-06 15:00:00+00:00,2023-12-06 15:01:37+00:00,1.3217247097844114,1.2886014551333873,1.4321653189577719,0.9404129793510324,ORB,xau-orb-london-ny-overlap-m30
5,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.36,2023-12-28T15:00:00,2023-12-28T15:13:27,2078.95,2078.945,-2.16,Loss,Precomputed native MT5 deals,ORB RV 1.15 BV 1.67,sl 2078.950,xau-orb-london-ny-overlap-m30,standard,3y,-0.05,pips,0.1,-0.02,101.92,1.0,True,2023-12-28 15:00:00+00:00,2023-12-28 15:13:27+00:00,0.8767857142857143,0.680998613037448,0.793856103476152,0.8959854014598541,ORB,xau-orb-london-ny-overlap-m30
6,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.24,2024-01-02T15:30:00,2024-01-02T15:37:27,2064.813,2060.703,97.32,Win,Precomputed native MT5 deals,ORB RV 1.12 BV 2.36,tp 2060.714,xau-orb-london-ny-overlap-m30,standard,3y,41.1,pips,0.1,0.96,101.9,1.0,True,2024-01-02 15:30:00+00:00,2024-01-02 15:37:27+00:00,1.1092150170648465,0.9737827715355806,1.1054421768707483,0.8996539792387543,ORB,xau-orb-london-ny-overlap-m30
7,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.57,2024-01-04T15:30:00,2024-01-04T15:37:27,2047.017,2045.193,-107.11,Loss,Precomputed native MT5 deals,ORB RV 0.84 BV 1.90,sl 2045.215,xau-orb-london-ny-overlap-m30,standard,3y,-18.24,pips,0.1,-1.04,102.87,1.0,True,2024-01-04 15:30:00+00:00,2024-01-04 15:37:27+00:00,1.0793650793650793,1.0884146341463414,1.194979079497908,1.260370697263901,ORB,xau-orb-london-ny-overlap-m30
8,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.27,2024-01-08T15:00:00,2024-01-08T15:13:04,2026.516,2030.157,96.82,Win,Precomputed native MT5 deals,ORB RV 1.47 BV 2.06,tp 2030.155,xau-orb-london-ny-overlap-m30,standard,3y,36.41,pips,0.1,0.95,101.8,1.0,True,2024-01-08 15:00:00+00:00,2024-01-08 15:13:04+00:00,1.4480062548866302,1.3547915142648135,1.391435011269722,1.3200285103349965,ORB,xau-orb-london-ny-overlap-m30
9,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.41,2024-01-19T14:30:00,2024-01-19T14:37:40,2031.932,2029.442,99.83,Win,Precomputed native MT5 deals,ORB RV 1.03 BV 1.36,tp 2029.459,xau-orb-london-ny-overlap-m30,standard,3y,24.9,pips,0.1,0.97,102.77,1.0,True,2024-01-19 14:30:00+00:00,2024-01-19 14:37:40+00:00,0.7653631284916201,0.8353658536585366,0.8114511352418559,0.880085653104925,ORB,xau-orb-london-ny-overlap-m30
10,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.4,2024-01-23T14:00:00,2024-01-23T14:33:37,2024.922,2022.347,100.8,Win,Precomputed native MT5 deals,ORB RV 0.93 BV 1.48,tp 2022.365,xau-orb-london-ny-overlap-m30,standard,3y,25.75,pips,0.1,0.97,103.77,1.0,True,2024-01-23 14:00:00+00:00,2024-01-23 14:33:37+00:00,0.8438438438438438,0.8963317384370016,0.9086499595796281,1.391089108910891,ORB,xau-orb-london-ny-overlap-m30
11,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Long,0.42,2024-01-30T14:00:00,2024-01-30T14:08:35,2037.879,2040.338,100.97,Win,Precomputed native MT5 deals,ORB RV 0.94 BV 1.62,tp 2040.325,xau-orb-london-ny-overlap-m30,standard,3y,24.59,pips,0.1,0.96,104.78,1.0,True,2024-01-30 14:00:00+00:00,2024-01-30 14:08:35+00:00,0.7835051546391752,0.7631799163179916,0.7481542247744053,0.9549738219895288,ORB,xau-orb-london-ny-overlap-m30
12,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.41,2024-03-15T15:30:00,2024-03-15T15:50:04,2160.903,2158.327,103.35,Win,Precomputed native MT5 deals,ORB RV 1.52 BV 1.41,tp 2158.333,xau-orb-london-ny-overlap-m30,standard,3y,25.76,pips,0.1,0.98,105.79,1.0,True,2024-03-15 15:30:00+00:00,2024-03-15 15:50:04+00:00,0.7624548736462093,0.9547920433996383,0.8698517298187809,0.7559055118110236,ORB,xau-orb-london-ny-overlap-m30
13,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.4,2024-03-18T15:00:00,2024-03-18T15:22:14,2158.39,2161.004,-106.76,Loss,Precomputed native MT5 deals,ORB RV 1.22 BV 1.25,sl 2160.999,xau-orb-london-ny-overlap-m30,standard,3y,-26.14,pips,0.1,-1.0,106.82,1.0,True,2024-03-18 15:00:00+00:00,2024-03-18 15:22:14+00:00,0.6993288590604027,0.8506122448979592,0.8185388845247447,0.9594843462246777,ORB,xau-orb-london-ny-overlap-m30
14,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.37,2024-04-02T15:30:00,2024-04-02T15:32:39,2255.389,2252.572,102.19,Win,Precomputed native MT5 deals,ORB RV 1.18 BV 1.94,tp 2252.572,xau-orb-london-ny-overlap-m30,standard,3y,28.17,pips,0.1,0.97,105.75,1.0,True,2024-04-02 15:30:00+00:00,2024-04-02 15:32:39+00:00,2.2733050847457625,1.880806310254163,1.9109528049866429,0.8101170252925632,ORB,xau-orb-london-ny-overlap-m30
15,XAU ORB London NY Overlap M30 — Standard,XAUUSD,Short,0.13,2024-04-08T14:00:00,2024-04-08T14:05:02,2327.4,2319.454,102.58,Win,Precomputed native MT5 deals,ORB RV 2.96 BV 3.18,tp 2319.457,xau-orb-london-ny-overlap-m30,standard,3y,79.46,pips,0.1,0.96,106.77,1.0,True,2024-04-08 14:00:00+00:00,2024-04-08 14:05:02+00:00,2.1784651992861392,2.26189005558987,2.5272601794340925,1.1171446003660768,ORB,xau-orb-london-ny-overlap-m30
