date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2025-12-18,2025-12-19 00:15:00,2025-12-19 01:00:00,XAUUSD,SELL,win,1.3043,20.0,26.0,1
2025-12-21,2025-12-22 00:15:00,2025-12-22 01:30:00,XAUUSD,BUY,win,1.3043,26.0,33.8,2
2025-12-22,2025-12-23 00:15:00,2025-12-23 01:00:00,XAUUSD,BUY,win,1.3043,33.8,43.94,3
2025-12-23,2025-12-24 00:15:00,2025-12-24 02:45:00,XAUUSD,BUY,loss,-1.0,43.94,33.83,3
2025-12-25,2025-12-26 00:15:00,2025-12-26 01:00:00,XAUUSD,BUY,win,1.3043,33.83,43.98,4
2025-12-28,2025-12-29 00:15:00,2025-12-29 00:15:00,XAUUSD,SELL,win,1.3043,43.98,57.18,5
2025-12-29,2025-12-30 00:15:00,2025-12-30 00:45:00,XAUUSD,BUY,loss,-1.0,57.18,44.03,4
2025-12-30,2025-12-31 00:15:00,2025-12-31 00:30:00,XAUUSD,SELL,loss,-1.0,44.03,33.9,3
2026-01-01,2026-01-02 00:15:00,2026-01-02 00:45:00,XAUUSD,SELL,loss,-1.0,33.9,26.1,2
2026-01-04,2026-01-05 00:15:00,2026-01-05 00:30:00,XAUUSD,BUY,win,1.3043,26.1,33.93,3
2026-01-05,2026-01-06 00:15:00,2026-01-06 00:30:00,XAUUSD,BUY,loss,-1.0,33.93,26.13,2
2026-01-06,2026-01-07 00:15:00,2026-01-07 00:30:00,XAUUSD,SELL,loss,-1.0,26.13,20.12,1
2026-01-08,2026-01-09 00:15:00,2026-01-09 00:15:00,XAUUSD,SELL,win,1.3043,20.12,26.15,2
2026-01-11,2026-01-12 00:15:00,2026-01-12 00:30:00,XAUUSD,BUY,win,1.3043,26.15,34.0,3
2026-01-12,2026-01-13 00:15:00,2026-01-13 01:00:00,XAUUSD,SELL,win,1.3043,34.0,44.2,4
2026-01-13,2026-01-14 00:15:00,2026-01-14 02:30:00,XAUUSD,BUY,win,1.3043,44.2,57.46,5
2026-01-14,2026-01-15 00:15:00,2026-01-15 00:45:00,XAUUSD,BUY,loss,-1.0,57.46,44.24,4
2026-01-15,2026-01-16 00:15:00,2026-01-16 00:30:00,XAUUSD,BUY,loss,-1.0,44.24,34.07,3
2026-01-19,2026-01-20 00:15:00,2026-01-20 01:00:00,XAUUSD,SELL,loss,-1.0,34.07,26.23,2
2026-01-20,2026-01-21 00:15:00,2026-01-21 00:45:00,XAUUSD,BUY,win,1.3043,26.23,34.1,3
2026-01-21,2026-01-22 00:30:00,2026-01-22 01:00:00,XAUUSD,BUY,loss,-1.0,34.1,26.26,2
2026-01-22,2026-01-23 00:15:00,2026-01-23 00:45:00,XAUUSD,SELL,loss,-1.0,26.26,20.22,1
2026-01-25,2026-01-26 00:15:00,2026-01-26 00:30:00,XAUUSD,SELL,loss,-1.0,20.22,15.57,1
2026-01-26,2026-01-27 00:15:00,2026-01-27 00:30:00,XAUUSD,BUY,loss,-1.0,15.57,11.99,1
2026-01-27,2026-01-28 00:45:00,2026-01-28 01:00:00,XAUUSD,BUY,win,1.3043,11.99,15.58,1
2026-01-28,2026-01-29 00:30:00,2026-01-29 01:00:00,XAUUSD,BUY,loss,-1.0,15.58,12.0,1
2026-01-29,2026-01-30 00:15:00,2026-01-30 00:30:00,XAUUSD,SELL,win,1.3043,12.0,15.6,1
2026-02-01,2026-02-02 00:15:00,2026-02-02 01:00:00,XAUUSD,BUY,loss,-1.0,15.6,12.01,1
2026-02-02,2026-02-03 00:15:00,2026-02-03 01:15:00,XAUUSD,BUY,win,1.3043,12.01,15.62,1
2026-02-03,2026-02-04 00:15:00,2026-02-04 01:00:00,XAUUSD,BUY,win,1.3043,15.62,20.3,1
2026-02-04,2026-02-05 00:15:00,2026-02-05 01:00:00,XAUUSD,BUY,loss,-1.0,20.3,15.63,1
2026-02-08,2026-02-09 00:15:00,2026-02-09 01:30:00,XAUUSD,SELL,win,1.3043,15.63,20.32,1
2026-02-09,2026-02-10 00:30:00,2026-02-10 00:45:00,XAUUSD,SELL,win,1.3043,20.32,26.42,2
2026-02-10,2026-02-11 00:15:00,2026-02-11 00:30:00,XAUUSD,SELL,loss,-1.0,26.42,20.34,1
2026-02-11,2026-02-12 01:00:00,2026-02-12 02:00:00,XAUUSD,SELL,loss,-1.0,20.34,15.66,1
2026-02-12,2026-02-13 01:00:00,2026-02-13 04:15:00,XAUUSD,BUY,win,1.3043,15.66,20.36,1
2026-02-15,2026-02-16 00:45:00,2026-02-16 02:45:00,XAUUSD,BUY,loss,-1.0,20.36,15.68,1
