date,opened_at,closed_at,symbol,direction,result,r_multiple,requested_risk,actual_risk,actual_risk_percent,raw_lot,lot,minimum_lot_override,pnl,balance_before,balance_after,level_after
2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,GBPUSD,SELL,timeout,0.5389,4.6,3.6,18.0,0.0256,0.02,False,1.94,20.0,21.94,1
2026-01-01,2026-01-02 00:30:00,2026-01-02 03:15:00,AUDUSD,BUY,win,1.0611,5.05,3.6,16.41,0.028,0.02,False,3.82,21.94,25.76,1
2026-01-06,2026-01-07 00:30:00,2026-01-07 01:45:00,AUDUSD,SELL,loss,-1.05,5.92,5.4,20.96,0.0329,0.03,False,-5.67,25.76,20.09,1
2026-01-07,2026-01-08 00:30:00,2026-01-08 07:00:00,EURUSD,BUY,timeout,-0.0222,4.62,3.6,17.92,0.0257,0.02,False,-0.08,20.09,20.01,1
2026-01-08,2026-01-09 00:30:00,2026-01-09 07:00:00,USDCAD,BUY,timeout,0.1444,4.6,3.8,19.01,0.0363,0.03,False,0.55,20.01,20.56,1
2026-01-13,2026-01-14 00:30:00,2026-01-14 07:00:00,AUDUSD,BUY,timeout,0.8,4.73,3.6,17.51,0.0263,0.02,False,2.88,20.56,23.44,1
2026-01-14,2026-01-15 00:30:00,2026-01-15 07:00:00,AUDUSD,BUY,timeout,-0.1889,5.39,3.6,15.36,0.03,0.02,False,-0.68,23.44,22.76,1
2026-01-15,2026-01-16 00:30:00,2026-01-16 07:00:00,GBPUSD,SELL,timeout,-0.3444,5.23,3.6,15.82,0.0291,0.02,False,-1.24,22.76,21.52,1
2026-01-20,2026-01-21 00:30:00,2026-01-21 06:45:00,AUDUSD,BUY,win,1.0611,4.95,3.6,16.73,0.0275,0.02,False,3.82,21.52,25.34,1
2026-01-21,2026-01-22 00:30:00,2026-01-22 00:30:00,AUDUSD,BUY,win,1.0611,5.83,5.4,21.31,0.0324,0.03,False,5.73,25.34,31.07,2
2026-01-21,2026-01-22 00:30:00,2026-01-22 07:00:00,GBPUSD,BUY,timeout,0.0556,7.15,5.4,17.38,0.0397,0.03,False,0.3,31.07,31.37,2
2026-01-22,2026-01-23 00:30:00,2026-01-23 07:00:00,AUDUSD,BUY,timeout,0.3889,7.22,7.2,22.95,0.0401,0.04,False,2.8,31.37,34.17,3
2026-01-27,2026-01-28 00:30:00,2026-01-28 00:30:00,AUDUSD,BUY,win,1.0611,7.86,7.2,21.07,0.0437,0.04,False,7.64,34.17,41.81,3
2026-01-27,2026-01-28 00:30:00,2026-01-28 01:30:00,GBPUSD,BUY,loss,-1.0556,9.62,9.0,21.53,0.0534,0.05,False,-9.5,41.81,32.31,2
2026-01-28,2026-01-29 00:30:00,2026-01-29 01:00:00,AUDUSD,BUY,loss,-1.05,7.43,7.2,22.28,0.0413,0.04,False,-7.56,32.31,24.75,1
2026-01-29,2026-01-30 00:30:00,2026-01-30 01:00:00,AUDUSD,SELL,win,1.0611,5.69,5.4,21.82,0.0316,0.03,False,5.73,24.75,30.48,2
2026-02-03,2026-02-04 00:45:00,2026-02-04 07:00:00,AUDUSD,BUY,timeout,0.3722,7.01,5.4,17.72,0.0389,0.03,False,2.01,30.48,32.49,2
2026-02-04,2026-02-05 00:30:00,2026-02-05 02:00:00,AUDUSD,BUY,loss,-1.05,7.47,7.2,22.16,0.0415,0.04,False,-7.56,32.49,24.93,1
2026-02-05,2026-02-06 00:30:00,2026-02-06 01:45:00,AUDUSD,BUY,win,1.0611,5.73,5.4,21.66,0.0319,0.03,False,5.73,24.93,30.66,2
2026-02-10,2026-02-11 00:30:00,2026-02-11 01:45:00,AUDUSD,BUY,win,1.0611,7.05,5.4,17.61,0.0392,0.03,False,5.73,30.66,36.39,3
2026-02-11,2026-02-12 00:30:00,2026-02-12 04:45:00,AUDUSD,BUY,loss,-1.05,8.37,7.2,19.79,0.0465,0.04,False,-7.56,36.39,28.83,2
2026-02-12,2026-02-13 00:30:00,2026-02-13 06:00:00,AUDUSD,SELL,win,1.0611,6.63,5.4,18.73,0.0368,0.03,False,5.73,28.83,34.56,3
2026-02-17,2026-02-18 00:30:00,2026-02-18 07:00:00,AUDUSD,SELL,timeout,0.5833,7.95,7.2,20.83,0.0442,0.04,False,4.2,34.56,38.76,3
