month,opened,closed,wins,losses,net,gross,commission,swap,extra_stress,payout,distribution,start_balance,end_balance,reset_adjustment,max_daily_loss,max_envelope_daily_loss,min_envelope,phase,rejected,breach
2023-09,25,25,13,12,1218.7084072695059,1479.634618525179,-260.92621125567337,0.0,0.0,0.0,0.0,100000.0,101218.70840726947,0.0,1371.5055238095374,1970.0560000000114,98407.98223691132,Phase 1,2,
2023-10,31,31,14,17,324.6355427543233,699.1816632082434,-267.12662045391966,-107.4195,0.0,0.0,0.0,101218.70840726947,101543.34395002382,0.0,438.5920385546633,1698.8293067226914,98584.30763739889,Phase 1,0,
2023-11,36,35,18,17,3770.866012749759,4105.226550002802,-297.4706021881066,-36.88993506493507,0.0,0.0,0.0,101543.34395002382,105314.2099627736,0.0,899.6498809523764,2852.479999999996,98899.51493286676,Phase 1,0,
2023-12,35,36,19,17,6693.081518318126,7205.034454918496,-488.4443651717953,-23.50857142857143,0.0,0.0,0.0,105314.2099627736,101896.71727529608,-10110.574205795623,1444.2607142857305,2710.489155844174,99288.1505252101,Phase 1 / Phase 2,3,
2024-01,32,32,19,13,6648.748118453934,7027.423214333426,-378.6750958794914,0.0,0.0,151.96259484800976,189.9532435600122,101896.71727529608,102000.0,-6355.512150189985,880.3564285714383,2777.5262337662425,97222.47376623376,Funded / Phase 2,2,
2024-02,30,30,18,12,4831.707672759343,5139.248473156695,-295.25222896878313,-12.288571428571428,0.0,3865.366138207435,4831.707672759294,102000.0,102000.0,0.0,1150.577333558249,2366.5805519480637,99764.25056343655,Funded,1,
2024-03,39,36,17,19,-370.8732952756406,128.24251090920365,-468.65247285151037,-30.463333333333335,0.0,0.0,0.0,102000.0,101629.12670472433,0.0,1882.8528792784346,4218.4050711422315,98636.81324715776,Funded,0,
2024-04,31,34,22,12,10665.318182140547,10961.919892854663,-274.18037738078334,-22.42133333333333,0.0,8235.555909491854,10294.444886864818,101629.12670472433,102000.0,0.0,393.38414634147193,2472.3120376290317,99527.3762957043,Funded,1,
2024-05,34,34,22,12,10962.566634857221,11477.862343548066,-382.78630392893615,-132.50940476190476,0.0,8770.05330788577,10962.566634857212,102000.0,102000.0,0.0,718.0655555555568,2338.3240590062196,99732.12822388895,Funded,0,
2024-06,30,30,20,10,11221.758489259913,11623.316438359872,-390.8579490999619,-10.700000000000001,0.0,8977.406791407953,11221.75848925994,102000.0,102000.0,0.0,452.5412017053022,2137.3212976190407,100884.30800008346,Funded,0,
2024-07,27,27,18,9,11745.18184093419,12090.420573724004,-345.2387327898181,0.0,0.0,9396.145472747332,11745.181840934165,102000.0,102000.0,0.0,402.6448275862058,1630.2673465648986,100725.28331768388,Funded,2,
2024-08,33,32,16,16,2509.1509120819505,2855.641993389795,-240.3541688201357,-106.13691248770897,0.0,0.0,0.0,102000.0,104509.15091208197,0.0,2274.2350000000006,2879.2069230769266,99953.07626666669,Funded,0,
2024-09,41,41,21,20,1960.8910661467435,2516.16419339944,-536.5774129669801,-18.695714285714285,0.0,0.0,0.0,104509.15091208197,106470.0419782287,0.0,1817.882860215046,3768.2443473945314,98499.49928403365,Funded,2,
2024-10,34,35,21,14,6803.784631731134,7207.830557489924,-361.29392575878757,-42.751999999999995,0.0,8982.926576873917,11228.658221092395,106470.0419782287,102045.16838886736,0.0,1547.4866589625162,4047.128994903411,100903.5984241789,Funded,4,
2024-11,35,34,19,15,4495.132505283921,4770.233721710538,-255.87121642662024,-19.23,0.0,173.24831109389197,216.56038886736496,102045.16838886736,106323.74050528395,0.0,569.1712179487076,1825.99228751575,99672.23604117063,Funded,0,
2024-12,29,29,14,15,1434.236451841348,1874.1233215689447,-253.26595321393398,-186.62091651366237,0.0,3964.062089506339,4955.0776118829235,106323.74050528395,102802.89934524229,0.0,1238.2225757575943,2399.5378484848625,99677.80946018483,Funded,0,
2025-01,42,41,22,19,3381.955051030791,3662.8549848611424,-263.79593383035166,-17.104,0.0,1153.406850106863,1441.7585626335785,102802.89934524229,104743.09583363947,0.0,709.300950980396,1832.1055384615465,100358.59365505684,Funded,2,
2025-02,32,34,20,14,3858.1947039116594,4036.803137830026,-165.76843391836744,-12.84,0.0,5281.032430040896,6601.290537551118,104743.09583363947,102000.0,0.0,1230.7929836065596,1988.5283589743485,99779.45330769231,Funded,2,
2025-03,39,37,17,20,2823.6817442007464,3103.392742694774,-242.30299849402826,-37.408,0.0,0.0,0.0,102000.0,104823.68174420067,0.0,828.8057272727019,1988.0327179487213,100192.41076525257,Funded,2,
2025-04,37,39,19,20,1755.3013804482675,1996.9400373260798,-215.29658370707952,-26.34207317073171,0.0,3663.186499719136,4578.983124648919,104823.68174420067,102000.0,0.0,1278.141574074063,1715.5965740740648,100284.40342592594,Funded,2,
2025-05,43,43,21,22,-2240.767650565244,-1958.283517326282,-237.67395142077947,-44.81018181818181,0.0,0.0,0.0,102000.0,99759.23234943478,0.0,1487.5742647058942,1683.7394186046295,97713.19300284746,Funded,2,
2025-06,29,29,16,13,958.8955009254714,1031.205448171095,-62.68994724562376,-9.62,0.0,0.0,0.0,99759.23234943478,100718.12785036021,0.0,1183.5805733471207,1960.8273295454565,97566.35562577723,Funded,2,
2025-07,34,34,21,13,3040.705246847212,3304.996199290852,-245.58895244363765,-18.701999999999998,0.0,1407.066477765888,1758.83309720736,100718.12785036021,102000.0,0.0,394.8800000000192,1210.1750183150289,99949.60101482569,Funded,1,
2025-08,28,28,18,10,5202.5326382048,5387.533403974298,-157.76076576949586,-27.240000000000002,0.0,4162.026110563835,5202.532638204793,102000.0,102000.0,0.0,378.5526097105467,1225.1767094017123,100774.82329059829,Funded,2,
2025-09,37,36,20,16,4746.58850894569,5214.399169132927,-436.28399352057187,-31.526666666666667,0.0,0.0,0.0,102000.0,106746.58850894564,0.0,1336.503727722782,1919.304539377743,99956.58445531211,Funded,5,
2025-10,39,40,26,14,10771.955539227562,10942.099431847306,-157.30389261974892,-12.84,0.0,12414.835238538624,15518.54404817328,106746.58850894564,102000.0,0.0,360.0899999999965,1663.3895102040697,101074.71761904763,Funded,1,
2025-11,27,27,11,16,-145.3430496678344,98.44881045985323,-234.16186012768813,-9.629999999999999,0.0,0.0,0.0,102000.0,101854.65695033212,0.0,1643.521772920445,2167.7854766241508,100053.6199874299,Funded,2,
2025-12,28,28,17,11,6771.6024934394845,7020.971128769571,-245.10196866342085,-4.2666666666666675,0.0,5301.0075550172605,6626.259443771574,101854.65695033212,102000.0,0.0,394.44914596273156,2036.1297119741212,100307.54038559108,Funded,3,
2026-01,33,33,21,12,5651.163788165758,5722.826434696195,-70.07264653043781,-1.59,0.0,4520.931030532555,5651.163788165693,102000.0,102000.0,0.0,1166.6764466019376,2293.048687702263,99589.12059506348,Funded,6,
2026-02,35,32,14,18,10490.279314922991,10599.881698248211,-66.05682776966282,-43.54555555555555,0.0,0.0,0.0,102000.0,112490.27931492304,0.0,1062.2792746288906,1949.7284539007087,101640.21451612902,Funded,4,
2026-03,34,37,20,17,4022.01230894327,4087.6825864285593,-64.61027748529024,-1.06,0.0,11609.833299093112,14512.29162386639,112490.27931492304,102000.0,0.0,407.08692307693127,1326.3275642087683,100421.1686877562,Funded,4,
2026-04,35,35,18,17,3880.518591733289,3959.739238010694,-74.45064627740338,-4.7700000000000005,0.0,3104.4148733866405,3880.5185917333,102000.0,102000.0,0.0,629.6584210526198,1489.2682352941338,99264.42841951804,Funded,2,
2026-05,36,36,16,20,539.0234156229687,604.3545360020972,-65.33112037912856,0.0,0.0,431.21873249841155,539.0234156230144,102000.0,102000.0,0.0,1016.2764705882291,1436.047765214491,100011.33077067025,Funded,4,
