month,opened,closed,wins,losses,net,gross,commission,swap,extra_stress,payout,distribution,start_balance,end_balance,reset_adjustment,max_daily_loss,max_envelope_daily_loss,min_envelope,phase,rejected,breach
2023-09,25,25,13,12,-342.4040106275432,1471.9259567076808,-337.02447096728685,0.0,1477.3054963679376,0.0,0.0,100000.0,99657.59598937239,0.0,1870.9804857143026,2617.6840571428766,97455.56620113952,Funded,2,
2023-10,31,31,14,17,-1506.8976210130327,697.6411673802008,-348.044034785053,-209.495,1646.99975360818,0.0,0.0,99657.59598937239,98150.69836835934,0.0,758.40726857142,2267.5947845938354,96351.46371218978,Funded,0,
2023-11,36,35,18,17,435.15973965173833,3889.9726764451316,-372.34930688674365,-69.5022077922078,3012.9614221144443,0.0,0.0,98150.69836835934,98585.85810801112,0.0,1167.3640595238248,3663.688316666681,94259.79621679582,Funded,0,
2023-12,38,39,20,19,2304.525392140319,6452.012081332274,-510.0658839743184,-47.01714285714286,3590.4036623604916,0.0,0.0,98585.85810801112,100890.38350015141,0.0,1961.4826623376575,3420.2381818181893,96330.88740694494,Funded,0,
2024-01,34,34,21,13,3657.748379221743,7340.372684412957,-443.57947763417343,0.0,3239.04482755704,2038.5055034984953,2548.131879373119,100890.38350015141,102000.0,0.0,1258.3965714285878,3911.568519480541,99434.8225479375,Funded,0,
2024-02,30,30,17,13,2228.413262087699,5103.265332878548,-370.01690586308814,-24.577142857142857,2480.2580220706195,1782.7306096701534,2228.4132620876917,102000.0,102000.0,0.0,1264.9385932454315,3069.874058181813,99027.97648467532,Funded,1,
2024-03,39,36,15,21,-3276.6301049200633,-90.63225985367828,-490.33991985969226,-60.92666666666667,2634.7312585400255,0.0,0.0,102000.0,98723.36989507994,0.0,2543.7057142857084,5553.783770468261,96203.09318392807,Funded,0,
2024-04,31,34,22,12,6905.745547191034,9999.17180807214,-334.41907117496214,-27.754666666666665,2731.25252303948,2903.292353816738,3629.1154422709224,98723.36989507994,102000.0,0.0,428.81477318840916,3094.4378666666744,96086.38264817049,Funded,1,
2024-05,34,34,22,12,6231.704411104006,11294.562019034223,-465.6002248670792,-256.4845238095238,4340.77285925362,4985.3635288832365,6231.704411104045,102000.0,102000.0,0.0,806.9040222222247,3125.122502591563,98841.55097644178,Funded,0,
2024-06,30,30,20,10,6334.549622715627,11499.431966709693,-463.73489797272015,-20.330000000000002,4680.8174460213495,5067.639698172466,6334.549622715582,102000.0,102000.0,0.0,500.0341343991604,2786.019273333339,100057.99130712354,Funded,0,
2024-07,27,27,17,10,8382.995074611032,11952.901342156783,-393.0114754098361,0.0,3176.894792135908,6706.39605968881,8382.995074611012,102000.0,102000.0,0.0,443.75503448274685,2027.6546653095866,100562.94771611893,Funded,2,
2024-08,33,32,16,16,-476.6827804228488,2850.7011223653717,-279.4261929367527,-208.00698131760083,2839.950728533867,0.0,0.0,102000.0,101523.31721957719,0.0,2931.263620897429,3621.927997820516,98672.84091687262,Funded,0,
2024-09,41,41,20,21,-2601.256900059648,1805.8737612584812,-534.7106213123452,-25.63771428571429,3846.782325720068,0.0,0.0,101523.31721957719,98922.06031951755,0.0,2392.1963204301137,4921.007840942941,93851.9479209119,Funded,2,
2024-10,34,35,20,15,3089.8427216476957,6046.410342715535,-390.86092966256274,-74.816,2490.8906914052773,224.6804163520108,280.8505204400135,98922.06031951755,101731.0525207252,0.0,2058.925700314081,4585.825527845605,97069.67845223815,Funded,4,
2024-11,34,33,17,16,2218.1486094076754,4651.362756940732,-280.34671277132276,-38.46,2114.4074347617343,1221.0633824931226,1526.329228116403,101731.0525207252,102422.87190201652,0.0,675.5418660781725,2175.2167343654874,98560.07058416115,Funded,1,
2024-12,29,29,14,15,-545.6031727584541,1866.1146848693195,-288.76733636581815,-357.3451038989092,1765.605417363046,1739.736402374797,2174.6705029684963,102422.87190201652,99702.59822628954,0.0,1682.8057148718071,3067.6091610256553,96940.47642471714,Funded,0,
2025-01,42,41,22,19,874.3374538727719,3465.7090384583003,-307.8080889768499,-29.932000000000002,2253.631495608678,0.0,0.0,99702.59822628954,100576.9356801623,0.0,792.7853480213817,2164.0263215384475,97241.78092755219,Funded,2,
2025-02,32,34,20,14,1222.2845087950802,3874.2807124950164,-205.60462270518028,-23.540000000000003,2422.8515809947576,0.0,0.0,100576.9356801623,101799.22018895739,0.0,1544.5597770491877,2609.2505205612106,97416.92396478659,Funded,2,
2025-03,39,37,16,21,1088.3542311481283,3071.419282650297,-274.20607683562235,-74.816,1634.0429746665463,263.2131150250672,329.01639378133405,101799.22018895739,102558.55802632419,0.0,941.2136212121259,2427.154600000009,98874.45243559776,Funded,2,
2025-04,36,38,18,20,-383.98584839668706,1682.74027842017,-234.6824051342282,-52.32853658536585,1779.7151850972618,139.65774234202692,174.57217792753363,102558.55802632419,102000.0,0.0,1632.7905276353267,1713.8055276353261,99356.45225755281,Funded,3,
2025-05,41,41,20,21,-4285.044569236783,-2494.368815938201,-251.9813109065327,0.0,1538.6944423920477,0.0,0.0,102000.0,97714.95543076322,0.0,1641.0644352941163,2355.3590709302225,96871.25511767669,Funded,4,
