month,opened,closed,wins,losses,net,gross,commission,swap,extra_stress,payout,distribution,start_balance,end_balance,reset_adjustment,max_daily_loss,max_envelope_daily_loss,min_envelope,phase,rejected,breach
2023-09,25,25,13,12,-342.4040106275432,1471.9259567076808,-337.02447096728685,0.0,1477.3054963679376,0.0,0.0,100000.0,99657.59598937239,0.0,1870.9804857143026,2617.6840571428766,97455.56620113952,Funded,2,
2023-10,31,31,14,17,-1506.8976210130327,697.6411673802008,-348.044034785053,-209.495,1646.99975360818,0.0,0.0,99657.59598937239,98150.69836835934,0.0,758.40726857142,2267.5947845938354,96351.46371218978,Funded,0,
2023-11,36,35,18,17,435.15973965173833,3889.9726764451316,-372.34930688674365,-69.5022077922078,3012.9614221144443,0.0,0.0,98150.69836835934,98585.85810801112,0.0,1167.3640595238248,3663.688316666681,94259.79621679582,Funded,0,
2023-12,38,39,20,19,2304.525392140319,6452.012081332274,-510.0658839743184,-47.01714285714286,3590.4036623604916,0.0,0.0,98585.85810801112,100890.38350015141,0.0,1961.4826623376575,3420.2381818181893,96330.88740694494,Funded,0,
2024-01,34,34,21,13,3657.748379221743,7340.372684412957,-443.57947763417343,0.0,3239.04482755704,2038.5055034984953,2548.131879373119,100890.38350015141,102000.0,0.0,1258.3965714285878,3911.568519480541,99434.8225479375,Funded,0,
2024-02,30,30,17,13,2228.413262087699,5103.265332878548,-370.01690586308814,-24.577142857142857,2480.2580220706195,1782.7306096701534,2228.4132620876917,102000.0,102000.0,0.0,1264.9385932454315,3069.874058181813,99027.97648467532,Funded,1,
2024-03,14,9,3,6,-2068.3585834737846,-848.1263626346773,-189.95115474520802,0.0,1030.281066093899,0.0,0.0,102000.0,99931.64141652622,0.0,2543.7057142857084,5553.783770468261,96921.56336034367,Failed / Funded,0,daily stop envelope
2024-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2024-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
2025-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99931.64141652622,99931.64141652622,0.0,0.0,0.0,99931.64141652622,Failed,0,
