month,opened,closed,wins,losses,net,gross,commission,swap,extra_stress,payout,distribution,start_balance,end_balance,reset_adjustment,max_daily_loss,max_envelope_daily_loss,min_envelope,phase,rejected,breach
2023-09,25,25,13,12,-342.4040106275432,1471.9259567076808,-337.02447096728685,0.0,1477.3054963679376,0.0,0.0,100000.0,99657.59598937239,0.0,1870.9804857143026,2617.6840571428766,97455.56620113952,Phase 1,2,
2023-10,31,31,14,17,-1506.8976210130327,697.6411673802008,-348.044034785053,-209.495,1646.99975360818,0.0,0.0,99657.59598937239,98150.69836835934,0.0,758.40726857142,2267.5947845938354,96351.46371218978,Phase 1,0,
2023-11,36,35,18,17,435.15973965173833,3889.9726764451316,-372.34930688674365,-69.5022077922078,3012.9614221144443,0.0,0.0,98150.69836835934,98585.85810801112,0.0,1167.3640595238248,3663.688316666681,94259.79621679582,Phase 1,0,
2023-12,38,39,20,19,2304.525392140319,6452.012081332274,-510.0658839743184,-47.01714285714286,3590.4036623604916,0.0,0.0,98585.85810801112,100890.38350015141,0.0,1961.4826623376575,3420.2381818181893,96330.88740694494,Phase 1,0,
2024-01,34,34,21,13,3661.6521673775856,7349.202262519771,-444.6619910926119,0.0,3242.888104049574,0.0,0.0,100890.38350015141,104552.03566752897,0.0,1258.6340714285907,3917.527064935086,99434.8225479375,Phase 1,0,
2024-02,30,30,17,13,2265.4368082629844,5213.014093592912,-379.41019826229484,-24.577142857142857,2543.5899442104915,0.0,0.0,104552.03566752897,106817.47247579198,0.0,1299.5464467905404,3166.136770909099,101486.51398233415,Phase 1,1,
2024-03,14,9,3,6,-2166.7229518177583,-889.7882765540905,-199.1877489481066,0.0,1077.7469263155613,0.0,0.0,106817.47247579198,104650.74952397423,0.0,2664.11453416149,5793.923914303334,101520.94014383238,Failed / Phase 1,0,daily stop envelope
2024-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2024-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2025-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
2026-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104650.74952397423,104650.74952397423,0.0,0.0,0.0,104650.74952397423,Failed,0,
