policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model
production_current,LTA,EURUSD,M15,2026-06,2026-06-18 06:00:00,2026-06-18 07:00:00,BUY,1.15222,1.15093,6.0,1.15121,smart_exit,-0.845,90,0.000427,0.062,8.0,0.25,,"live_adaptive(vol=0.99,volume=2.15)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M30,2026-05,2026-05-29 01:30:00,2026-05-29 06:30:00,SELL,1.16444,1.16568,6.0,1.16531,smart_exit,-0.7661,90,0.000418,0.0645,8.0,0.1562,,"live_adaptive(vol=0.57,volume=0.84)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,EURUSD,M30,2026-06,2026-06-19 01:30:00,2026-06-19 05:30:00,SELL,1.1453,1.14661,6.0,1.14305,smart_exit,1.6565,96,0.000589,0.0611,8.0,0.2708,,"live_adaptive(vol=0.59,volume=0.50)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,EURUSD,M30,2026-06,2026-06-24 00:00:00,2026-06-24 06:00:00,SELL,1.13742,1.13837,6.0,1.13742,trail_stop,-0.0842,98,0.000364,0.0842,8.0,0.0312,,"live_adaptive(vol=0.55,volume=0.83)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,EURUSD,M30,2026-06,2026-06-26 03:00:00,2026-06-26 11:30:00,BUY,1.13635,1.13531,6.0,1.13947,trail_stop,2.9231,94,0.000566,0.0769,8.0,0.1979,,"live_adaptive(vol=0.82,volume=0.82)",static,Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,US30,M15,2026-06,2026-06-03 05:15:00,2026-06-03 08:30:00,SELL,51352.7,51380.35679,6.0,51269.72963,trail_stop,2.9241,96,12.378571,0.0759,21.0,0.0208,,"live_adaptive(vol=0.34,volume=0.84)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,US30,M15,2026-06,2026-06-04 01:00:00,2026-06-04 02:00:00,BUY,50824.8,50762.860714,6.0,50772.8,smart_exit,-0.8734,91,40.742857,0.0339,21.0,0.5417,,"live_adaptive(vol=0.78,volume=0.55)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,US30,M15,2026-06,2026-06-04 01:45:00,2026-06-04 04:00:00,SELL,50788.7,50847.082143,6.0,50794.7,smart_exit,-0.1387,91,39.65,0.036,21.0,0.5208,,"live_adaptive(vol=0.74,volume=0.68)",static,Entry Model 1 - Double Wick Confirmation
production_current,LTA,US30,M15,2026-06,2026-06-19 03:45:00,2026-06-19 04:30:00,BUY,51573.5,51525.01071,6.0,51525.01071,loss,-1.0433,96,27.928571,0.0433,21.0,0.1354,,"live_adaptive(vol=0.49,volume=1.50)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,US30,M15,2026-06,2026-06-24 03:15:00,2026-06-24 04:15:00,BUY,51789.7,51693.83393,6.0,51748.2,smart_exit,-0.4548,90,49.107143,0.0219,21.0,0.2917,,"live_adaptive(vol=0.74,volume=0.81)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,US30,M30,2026-06,2026-06-09 01:00:00,2026-06-09 14:00:00,BUY,50837.4,50697.78786,6.0,51116.62428,trail_stop,1.985,93,89.414286,0.015,21.0,0.4271,,"live_adaptive(vol=0.80,volume=0.91)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,LTA,US30,M30,2026-06,2026-06-26 06:00:00,2026-06-26 08:30:00,BUY,52033.1,51885.76,6.0,52033.1,trail_stop,-0.0156,95,75.6,0.0156,23.0,0.4688,,"live_adaptive(vol=0.94,volume=0.51)",static,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure
production_current,ORB,XAUUSD,M15,2026-05,2026-05-27 23:15:00,2026-05-28 00:45:00,SELL,4451.578,4459.553929,1.304,4451.578,trail_stop,-0.0004,100,5.938,0.0004,280.0,0.0625,1.1814,"live_adaptive(vol=0.56,volume=0.74)",static,ORB 15m breakout
production_current,ORB,XAUUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 01:00:00,BUY,4495.513,4489.111857,1.304,4503.86009,win,1.3036,100,4.495,0.0004,280.0,0.5,1.0316,"live_adaptive(vol=0.47,volume=0.47)",static,ORB 15m breakout
production_current,ORB,XAUUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:00:00,BUY,4543.22,4532.618964,1.304,4540.859,smart_exit,-0.223,100,8.291,0.0003,280.0,0.3021,1.1962,"live_adaptive(vol=0.77,volume=0.60)",static,ORB 15m breakout
