kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,target,lots,planned_cash_risk,cutoff_epoch
profile,1695130200,20230919,0,1937.382,1929.837,1934.376,1936.085,1932.313,0.0,0.0,0.0,0.0,0.0,1695153600
entry,1695132900,20230919,-1,1937.382,1929.837,1934.376,1936.085,1932.313,1932.104,1936.086,1929.837,0.26,103.532,1695153600
timed_exit,1695153600,20230919,0,1937.382,1929.837,1934.376,1936.085,1932.313,0.0,0.0,0.0,0.0,0.0,1695153600
profile,1695216600,20230920,0,1934.013,1927.912,1930.629,1932.488,1929.723,0.0,0.0,0.0,0.0,0.0,1695240000
invalid_geometry,1695216900,20230920,1,1934.013,1927.912,1930.629,1932.488,1929.723,1935.794,1929.722,1934.013,0.0,0.0,1695240000
profile,1695303000,20230921,0,1931.486,1913.878,1928.047,1931.211,1922.682,0.0,0.0,0.0,0.0,0.0,1695326400
entry,1695303300,20230921,-1,1931.486,1913.878,1928.047,1931.211,1922.682,1916.076,1931.212,1913.878,0.07,105.952,1695326400
timed_exit,1695326400,20230921,0,1931.486,1913.878,1928.047,1931.211,1922.682,0.0,0.0,0.0,0.0,0.0,1695326400
profile,1695389400,20230922,0,1928.721,1919.366,1924.994,1926.967,1923.751,0.0,0.0,0.0,0.0,0.0,1695412800
entry,1695391500,20230922,1,1928.721,1919.366,1924.994,1926.967,1923.751,1927.181,1923.75,1928.721,0.3,102.93,1695412800
profile,1695648600,20230925,0,1927.185,1920.865,1924.074,1925.506,1922.544,0.0,0.0,0.0,0.0,0.0,1695672000
entry,1695650100,20230925,1,1927.185,1920.865,1924.074,1925.506,1922.544,1926.399,1922.543,1927.185,0.26,100.25600000000001,1695672000
profile,1695735000,20230926,0,1916.782,1905.154,1913.784,1915.692,1911.513,0.0,0.0,0.0,0.0,0.0,1695758400
invalid_geometry,1695735300,20230926,-1,1916.782,1905.154,1913.784,1915.692,1911.513,1904.917,1915.693,1905.154,0.0,0.0,1695758400
profile,1695821400,20230927,0,1903.787,1888.851,1896.669,1898.886,1890.018,0.0,0.0,0.0,0.0,0.0,1695844800
entry,1695821700,20230927,-1,1903.787,1888.851,1896.669,1898.886,1890.018,1889.22,1898.887,1888.851,0.11,106.337,1695844800
profile,1695907800,20230928,0,1879.527,1871.8,1874.758,1876.75,1873.852,0.0,0.0,0.0,0.0,0.0,1695931200
entry,1695908700,20230928,-1,1879.527,1871.8,1874.758,1876.75,1873.852,1873.414,1876.751,1871.8,0.3,100.11,1695931200
profile,1695994200,20230929,0,1879.839,1862.927,1872.836,1873.761,1865.569,0.0,0.0,0.0,0.0,0.0,1696017600
entry,1695994500,20230929,1,1879.839,1862.927,1872.836,1873.761,1865.569,1875.215,1865.568,1879.839,0.11,106.117,1696017600
